Number,Owned,Doubles,Type,Name,Country,Equipe,Fav?,Top 3
142,FALSE,,Coureur,,,INTERMARCHÉ | WANTY,,
143,FALSE,,Coureur,,,INTERMARCHÉ | WANTY,,
144,FALSE,,Coureur,,,INTERMARCHÉ | WANTY,,
145,FALSE,,Coureur,,,INTERMARCHÉ | WANTY,,
146,FALSE,,Logo,,,INTERMARCHÉ | WANTY,,
147,FALSE,,Equipe,,,INTERMARCHÉ | WANTY,,
148,FALSE,,Coureur,,,INTERMARCHÉ | WANTY,,
149,FALSE,,Coureur,,,INTERMARCHÉ | WANTY,,
150,FALSE,,Coureur,,,INTERMARCHÉ | WANTY,,
151,FALSE,,Coureur,,,INTERMARCHÉ | WANTY,,
152,FALSE,,Coureur,,,INTERMARCHÉ | WANTY,,
153,FALSE,,Coureur,,,INTERMARCHÉ | WANTY,,
154,FALSE,,Vélo,,,INTERMARCHÉ | WANTY,,
155,FALSE,,Maillot,,,INTERMARCHÉ | WANTY,,
156,FALSE,,Coureur,,,ISRAEL-PREMIER TECH,,
157,FALSE,,Coureur,,,ISRAEL-PREMIER TECH,,
158,FALSE,,Coureur,,,ISRAEL-PREMIER TECH,,
159,FALSE,,Coureur,,,ISRAEL-PREMIER TECH,,
160,FALSE,,Logo,,,ISRAEL-PREMIER TECH,,
161,FALSE,,Equipe,,,ISRAEL-PREMIER TECH,,
162,FALSE,,Coureur,,,ISRAEL-PREMIER TECH,,
163,FALSE,,Coureur,,,ISRAEL-PREMIER TECH,,
164,FALSE,,Coureur,,,ISRAEL-PREMIER TECH,,
165,FALSE,,Coureur,,,ISRAEL-PREMIER TECH,,
166,TRUE,,Coureur,Stevie Williams,GBR,ISRAEL-PREMIER TECH,,
167,FALSE,,Coureur,,,ISRAEL-PREMIER TECH,,
168,FALSE,,Vélo,,,ISRAEL-PREMIER TECH,,
169,FALSE,,Maillot,,,ISRAEL-PREMIER TECH,,
170,FALSE,,Coureur,,,LIDL-TREK,,
171,FALSE,,Coureur,,,LIDL-TREK,,
172,FALSE,,Coureur,,,LIDL-TREK,,
173,FALSE,,Coureur,,,LIDL-TREK,,
174,FALSE,,Logo,,,LIDL-TREK,,
175,FALSE,,Equipe,,,LIDL-TREK,,
176,FALSE,,Coureur,,,LIDL-TREK,,
177,FALSE,,Coureur,,,LIDL-TREK,,
178,FALSE,,Coureur,,,LIDL-TREK,,
179,FALSE,,Coureur,,,LIDL-TREK,,
180,FALSE,,Coureur,,,LIDL-TREK,,
181,FALSE,,Coureur,,,LIDL-TREK,,
182,FALSE,,Vélo,,,LIDL-TREK,,
183,FALSE,,Maillot,,,LIDL-TREK,,
184,FALSE,,Coureur,,,LOTTO,,
185,FALSE,,Coureur,,,LOTTO,,
186,FALSE,,Coureur,,,LOTTO,,
187,FALSE,,Coureur,,,LOTTO,,
188,FALSE,,Logo,,,LOTTO,,
189,FALSE,,Equipe,,,LOTTO,,
190,FALSE,,Coureur,,,LOTTO,,
191,FALSE,,Coureur,,,LOTTO,,
192,FALSE,,Coureur,,,LOTTO,,
193,FALSE,,Coureur,,,LOTTO,,
194,FALSE,,Coureur,,,LOTTO,,
195,FALSE,,Coureur,,,LOTTO,,
196,FALSE,,Vélo,,,LOTTO,,
197,FALSE,,Maillot,,,LOTTO,,
198,FALSE,,Coureur,,,MOVISTAR TEAM,,
199,FALSE,,Coureur,,,MOVISTAR TEAM,,
200,FALSE,,Coureur,,,MOVISTAR TEAM,,
201,FALSE,,Coureur,,,MOVISTAR TEAM,,
202,FALSE,,Logo,,,MOVISTAR TEAM,,
203,FALSE,,Equipe,,,MOVISTAR TEAM,,
204,FALSE,,Coureur,,,MOVISTAR TEAM,,
205,FALSE,,Coureur,,,MOVISTAR TEAM,,
206,FALSE,,Coureur,,,MOVISTAR TEAM,,
207,FALSE,,Coureur,,,MOVISTAR TEAM,,
208,FALSE,,Coureur,,,MOVISTAR TEAM,,
209,FALSE,,Coureur,,,MOVISTAR TEAM,,
210,FALSE,,Vélo,,,MOVISTAR TEAM,,
211,FALSE,,Maillot,,,MOVISTAR TEAM,,
212,FALSE,,Coureur,,,RED BULL-BORA-HANSGROHE,,
213,FALSE,,Coureur,,,RED BULL-BORA-HANSGROHE,,
214,FALSE,,Coureur,,,RED BULL-BORA-HANSGROHE,,
215,FALSE,,Coureur,,,RED BULL-BORA-HANSGROHE,,
216,FALSE,,Logo,,,RED BULL-BORA-HANSGROHE,,
217,FALSE,,Equipe,,,RED BULL-BORA-HANSGROHE,,
218,FALSE,,Coureur,,,RED BULL-BORA-HANSGROHE,,
219,FALSE,,Coureur,,,RED BULL-BORA-HANSGROHE,,
220,FALSE,,Coureur,,,RED BULL-BORA-HANSGROHE,,
221,FALSE,,Coureur,,,RED BULL-BORA-HANSGROHE,,
222,FALSE,,Coureur,,,RED BULL-BORA-HANSGROHE,,
223,FALSE,,Coureur,,,RED BULL-BORA-HANSGROHE,,
224,FALSE,,Vélo,,,RED BULL-BORA-HANSGROHE,,
225,FALSE,,Maillot,,,RED BULL-BORA-HANSGROHE,,
226,FALSE,,Coureur,,,SOUDAL QUICK-STEP,,
227,FALSE,,Coureur,,,SOUDAL QUICK-STEP,,
228,FALSE,,Coureur,,,SOUDAL QUICK-STEP,,
229,FALSE,,Coureur,,,SOUDAL QUICK-STEP,,
230,FALSE,,Logo,,,SOUDAL QUICK-STEP,,
231,FALSE,,Equipe,,,SOUDAL QUICK-STEP,,
232,FALSE,,Coureur,,,SOUDAL QUICK-STEP,,
233,FALSE,,Coureur,,,SOUDAL QUICK-STEP,,
234,FALSE,,Coureur,,,SOUDAL QUICK-STEP,,
235,FALSE,,Coureur,,,SOUDAL QUICK-STEP,,
236,FALSE,,Coureur,,,SOUDAL QUICK-STEP,,
237,FALSE,,Coureur,,,SOUDAL QUICK-STEP,,
238,FALSE,,Vélo,,,SOUDAL QUICK-STEP,,
239,FALSE,,Maillot,,,SOUDAL QUICK-STEP,,
240,FALSE,,Coureur,,,TEAM JAYCO ALULA,,
241,FALSE,,Coureur,,,TEAM JAYCO ALULA,,
242,FALSE,,Coureur,,,TEAM JAYCO ALULA,,
243,FALSE,,Coureur,,,TEAM JAYCO ALULA,,
244,FALSE,,Logo,,,TEAM JAYCO ALULA,,
245,FALSE,,Equipe,,,TEAM JAYCO ALULA,,
246,FALSE,,Coureur,,,TEAM JAYCO ALULA,,
247,FALSE,,Coureur,,,TEAM JAYCO ALULA,,
248,FALSE,,Coureur,,,TEAM JAYCO ALULA,,
249,FALSE,,Coureur,,,TEAM JAYCO ALULA,,
250,TRUE,,Coureur,Luka Mezgec,SVN,TEAM JAYCO ALULA,,
251,FALSE,,Coureur,,,TEAM JAYCO ALULA,,
252,FALSE,,Vélo,,,TEAM JAYCO ALULA,,
253,FALSE,,Maillot,,,TEAM JAYCO ALULA,,
254,FALSE,,Coureur,,,TEAM PICNIC POSTNL,,
255,FALSE,,Coureur,,,TEAM PICNIC POSTNL,,
256,FALSE,,Coureur,,,TEAM PICNIC POSTNL,,
257,FALSE,,Coureur,,,TEAM PICNIC POSTNL,,
258,FALSE,,Logo,,,TEAM PICNIC POSTNL,,
259,FALSE,,Equipe,,,TEAM PICNIC POSTNL,,
260,FALSE,,Coureur,,,TEAM PICNIC POSTNL,,
261,FALSE,,Coureur,,,TEAM PICNIC POSTNL,,
262,FALSE,,Coureur,,,TEAM PICNIC POSTNL,,
263,FALSE,,Coureur,,,TEAM PICNIC POSTNL,,
264,FALSE,,Coureur,,,TEAM PICNIC POSTNL,,
265,FALSE,,Coureur,,,TEAM PICNIC POSTNL,,
266,FALSE,,Vélo,,,TEAM PICNIC POSTNL,,
267,FALSE,,Maillot,,,TEAM PICNIC POSTNL,,
268,FALSE,,Coureur,,,TEAM VISMA | LEASE A BIKE,,
269,FALSE,,Coureur,,,TEAM VISMA | LEASE A BIKE,,
270,FALSE,,Coureur,,,TEAM VISMA | LEASE A BIKE,,
271,FALSE,,Coureur,,,TEAM VISMA | LEASE A BIKE,,
272,FALSE,,Logo,,,TEAM VISMA | LEASE A BIKE,,
273,FALSE,,Equipe,,,TEAM VISMA | LEASE A BIKE,,
274,FALSE,,Coureur,,,TEAM VISMA | LEASE A BIKE,,
275,FALSE,,Coureur,,,TEAM VISMA | LEASE A BIKE,,
276,FALSE,,Coureur,,,TEAM VISMA | LEASE A BIKE,,
277,FALSE,,Coureur,,,TEAM VISMA | LEASE A BIKE,,
278,FALSE,,Coureur,,,TEAM VISMA | LEASE A BIKE,,
279,FALSE,,Coureur,,,TEAM VISMA | LEASE A BIKE,,
280,FALSE,,Vélo,,,TEAM VISMA | LEASE A BIKE,,
281,FALSE,,Maillot,,,TEAM VISMA | LEASE A BIKE,,
282,FALSE,,Coureur,,,TOTALENERGIES,,
283,FALSE,,Coureur,,,TOTALENERGIES,,
284,FALSE,,Coureur,,,TOTALENERGIES,,
285,FALSE,,Coureur,,,TOTALENERGIES,,
286,FALSE,,Logo,,,TOTALENERGIES,,
287,FALSE,,Equipe,,,TOTALENERGIES,,
288,FALSE,,Coureur,,,TOTALENERGIES,,
289,FALSE,,Coureur,,,TOTALENERGIES,,
290,FALSE,,Coureur,,,TOTALENERGIES,,
291,FALSE,,Coureur,,,TOTALENERGIES,,
292,FALSE,,Coureur,,,TOTALENERGIES,,
293,FALSE,,Coureur,,,TOTALENERGIES,,
294,FALSE,,Vélo,,,TOTALENERGIES,,
295,FALSE,,Maillot,,,TOTALENERGIES,,
296,FALSE,,Coureur,,,TUDOR PRO CYCLING TEAM,,
297,FALSE,,Coureur,,,TUDOR PRO CYCLING TEAM,,
298,FALSE,,Coureur,,,TUDOR PRO CYCLING TEAM,,
299,FALSE,,Coureur,,,TUDOR PRO CYCLING TEAM,,
300,FALSE,,Logo,,,TUDOR PRO CYCLING TEAM,,
301,FALSE,,Equipe,,,TUDOR PRO CYCLING TEAM,,
302,FALSE,,Coureur,,,TUDOR PRO CYCLING TEAM,,
303,FALSE,,Coureur,,,TUDOR PRO CYCLING TEAM,,
304,FALSE,,Coureur,,,TUDOR PRO CYCLING TEAM,,
305,FALSE,,Coureur,,,TUDOR PRO CYCLING TEAM,,
306,FALSE,,Coureur,,,TUDOR PRO CYCLING TEAM,,
307,FALSE,,Coureur,,,TUDOR PRO CYCLING TEAM,,
308,FALSE,,Vélo,,,TUDOR PRO CYCLING TEAM,,
309,FALSE,,Maillot,,,TUDOR PRO CYCLING TEAM,,
310,FALSE,,Coureur,,,UAE TEAM EMIRATES - XRG,,
311,FALSE,,Coureur,,,UAE TEAM EMIRATES - XRG,,
312,FALSE,,Coureur,,,UAE TEAM EMIRATES - XRG,,
313,FALSE,,Coureur,,,UAE TEAM EMIRATES - XRG,,
314,FALSE,,Logo,,,UAE TEAM EMIRATES - XRG,,
315,FALSE,,Equipe,,,UAE TEAM EMIRATES - XRG,,
316,TRUE,,Coureur,Marc Soler,ESP,UAE TEAM EMIRATES - XRG,,3
317,FALSE,,Coureur,,,UAE TEAM EMIRATES - XRG,,
318,FALSE,,Coureur,,,UAE TEAM EMIRATES - XRG,,
319,FALSE,,Coureur,,,UAE TEAM EMIRATES - XRG,,
320,FALSE,,Coureur,,,UAE TEAM EMIRATES - XRG,,
321,FALSE,,Coureur,,,UAE TEAM EMIRATES - XRG,,
322,FALSE,,Vélo,,,UAE TEAM EMIRATES - XRG,,
323,FALSE,,Maillot,,,UAE TEAM EMIRATES - XRG,,
324,FALSE,,Coureur,,,UNO-X MOBILITY,,
325,FALSE,,Coureur,,,UNO-X MOBILITY,,
326,FALSE,,Coureur,,,UNO-X MOBILITY,,
327,FALSE,,Coureur,,,UNO-X MOBILITY,,
328,FALSE,,Logo,,,UNO-X MOBILITY,,
329,FALSE,,Equipe,,,UNO-X MOBILITY,,
330,FALSE,,Coureur,,,UNO-X MOBILITY,,
331,FALSE,,Coureur,,,UNO-X MOBILITY,,
332,FALSE,,Coureur,,,UNO-X MOBILITY,,
333,FALSE,,Coureur,,,UNO-X MOBILITY,,
334,FALSE,,Coureur,,,UNO-X MOBILITY,,
335,FALSE,,Coureur,,,UNO-X MOBILITY,,
336,FALSE,,Vélo,,,UNO-X MOBILITY,,
337,FALSE,,Maillot,,,UNO-X MOBILITY,,
338,FALSE,,Coureur,,,XDS ASTANA TEAM,,
339,FALSE,,Coureur,,,XDS ASTANA TEAM,,
340,FALSE,,Coureur,,,XDS ASTANA TEAM,,
341,FALSE,,Coureur,,,XDS ASTANA TEAM,,
342,FALSE,,Logo,,,XDS ASTANA TEAM,,
343,FALSE,,Equipe,,,XDS ASTANA TEAM,,
344,FALSE,,Coureur,,,XDS ASTANA TEAM,,
345,FALSE,,Coureur,,,XDS ASTANA TEAM,,
346,FALSE,,Coureur,,,XDS ASTANA TEAM,,
347,TRUE,,Coureur,Simone Velasco,ITA,XDS ASTANA TEAM,,
348,FALSE,,Coureur,,,XDS ASTANA TEAM,,
349,FALSE,,Coureur,,,XDS ASTANA TEAM,,
350,FALSE,,Vélo,,,XDS ASTANA TEAM,,
351,FALSE,,Maillot,,,XDS ASTANA TEAM,,
352,TRUE,,Logo,Logo tdf femmes,,,⭐,
T26,FALSE,,Coureuse,,,,,
T27,FALSE,,Coureuse,,,,,
T28,FALSE,,Coureuse,,,,,
T29,FALSE,,Coureuse,,,,,
353,FALSE,,Coureuse,,,AG INSURANCE - SOUDAL TEAM,,
354,FALSE,,Coureuse,,,CANYON // SRAM ZONDACRYPTO,,
355,FALSE,,Coureuse,,,CERATIZIT PRO CYCLING TEAM,,
356,FALSE,,Coureuse,,,FDJ - SUEZ,,
357,FALSE,,Coureuse,,,FENIX - DECEUNINCK,,
358,FALSE,,Coureuse,,,HUMAN POWERED HEALTH,,
359,FALSE,,Coureuse,,,LIDL-TREK,,
360,FALSE,,Coureuse,,,LIV - ALULA - JAYCO,,
361,FALSE,,Coureuse,,,MOVISTAR TEAM,,
362,FALSE,,Coureuse,,,ROLAND PRO CYCLING TEAM,,
363,FALSE,,Coureuse,,,TEAM PICNIC POSTNL,,
364,FALSE,,Coureuse,,,TEAM SD WORX - PROTIME,,
365,FALSE,,Coureuse,,,TEAM VISMA | LEASE A BIKE,,
366,FALSE,,Coureuse,,,UAE TEAM ADQ,,
367,FALSE,,Coureuse,,,UNO-X MOBILITY,,
