Number,On a,Doubles,Type,Name,Country,Equipe,Packet,Fav?,Top 3
111,TRUE,49,Coureur,Michal Kwiatkowski,POL,INEOS GRENADIERS,0,,
112,TRUE,60,Coureur,Carlos Rodriguez ,ESP,INEOS GRENADIERS,41,,
113,TRUE,,Coureur,Josh Tarling,GBR,INEOS GRENADIERS,47,,
114,TRUE,54,Coureur,Sam Watson,GBR,INEOS GRENADIERS,7,,
115,TRUE,60/94/99,Logo,Logo Lidl ,,LIDL -TREK,39,,
116,TRUE,31/57/72/87,Equipe,Team Lidl,,LIDL -TREK,4,,
117,TRUE,40,Coureur,Juan Ayuso,ESP,LIDL -TREK,30,⭐,
118,TRUE,,Coureur,Mads Pedersen ,DEN,LIDL -TREK,38,⭐,
119,TRUE,116,Coureur,Mattias Skjelmose,DEN,LIDL -TREK,46,,
120,TRUE,,Coureur,Giulio Ciccone ,ITA,LIDL -TREK,45,,
121,TRUE,108,Maillot,Maillot Lidl,,LIDL -TREK,54,,
122,TRUE,,Vélo,Velo Lidle,,LIDL -TREK,109,,
123,TRUE,72,Coureur,Lennard Kamna,GER,LIDL -TREK,8,,
124,TRUE,74,Coureur,Soren Kragh Andersen ,DEN,LIDL -TREK,69,,
125,TRUE,56/84,Coureur,Quinn Simmons,USA,LIDL -TREK,26,,
126,TRUE,44/76/92/107/121,Coureur,Toms Skujins,LVA,LIDL -TREK,5,,
127,TRUE,40,Coureur,Mathias Vacek,CZE,LIDL -TREK,7,,
128,FALSE,,Coureur,,,LIDL -TREK,,,
129,TRUE,,Logo,Logo Lotto,,LOTTO - INTERMARCHE,80,,
130,TRUE,,Equipe,Team Lotto ,,LOTTO - INTERMARCHE,46,,
131,TRUE,,Coureur,Arnaud de Lie,BEL,LOTTO - INTERMARCHE,29,,
132,FALSE,,Coureur,,,LOTTO - INTERMARCHE,,,
133,TRUE,52,Coureur,Jenno Berckmoes,BEL,LOTTO - INTERMARCHE,20,,
134,TRUE,67/86/87,Coureur,Huub Artz,NED,LOTTO - INTERMARCHE,0,,
135,TRUE,68/89,Maillot,Maillot Lotto,,LOTTO - INTERMARCHE,27,,
136,TRUE,93,Vélo,Vélo Lotto,,LOTTO - INTERMARCHE,63,,
137,TRUE,49,Coureur,Cedric Beullens,BEL,LOTTO - INTERMARCHE,23,,
138,TRUE,111/118,Coureur,Lars Craps,BEL,LOTTO - INTERMARCHE,32,,
139,FALSE,,Coureur,,,LOTTO - INTERMARCHE,,,
140,TRUE,,Coureur,Georg Zimmermann ,GER,LOTTO - INTERMARCHE,70,,
141,TRUE,,Coureur,Jasper de Buyst,BEL,LOTTO - INTERMARCHE,3,,
142,TRUE,51/106,Coureur,Luca Van Boven,BEL,LOTTO - INTERMARCHE,28,,
143,TRUE,,Logo,Logo Movistar,,MOVISTAR TEAM,111,,
144,FALSE,,Equipe,,,MOVISTAR TEAM,,,
145,FALSE,,Coureur,,,MOVISTAR TEAM,,,
146,TRUE,,Coureur,Raul Garcia Pierna,ESP,MOVISTAR TEAM,14,,
147,TRUE,15/91,Coureur,Ivan Romeo,ESP,MOVISTAR TEAM,12,,
148,TRUE,118,Coureur,Einer Rubio,COL,MOVISTAR TEAM,42,,
149,TRUE,,Maillot,Maillot Movistar,,MOVISTAR TEAM,112,,
150,TRUE,55,Vélo,Velo Movistar,,MOVISTAR TEAM,21,,
151,TRUE,37/59/88/114,Coureur,Pablo Castrillo,ESP,MOVISTAR TEAM,10,,
152,TRUE,,Coureur,Roger Adria,ESP,MOVISTAR TEAM,11,,
153,TRUE,64/77,Coureur,Javier Romo,ESP,MOVISTAR TEAM,16,,
154,TRUE,,Coureur,Ivan Garcia Cortina ,ESP,MOVISTAR TEAM,58,,
155,TRUE,97/111,Coureur,Lorenzo Milesi ,ITA,MOVISTAR TEAM,42,,
156,TRUE,106/110,Coureur,Nelson Oliveira,POR,MOVISTAR TEAM,86,,
157,TRUE,,Logo,Logo NSN,,NSN CYCLING TEAM,70,,
158,FALSE,,Equipe,,,NSN CYCLING TEAM,,,
159,TRUE,107,Coureur,Biniam Girmay,ERI,NSN CYCLING TEAM,5,⭐,
160,TRUE,,Coureur,Lewis Askey,,NSN CYCLING TEAM,50,,
161,TRUE,115,Coureur,George Bennett,NZL,NSN CYCLING TEAM,96,,
162,TRUE,76/91,Coureur,Marco Frigo ,ITA,NSN CYCLING TEAM,44,,
163,TRUE,81,Maillot,Maillot NSN,,NSN CYCLING TEAM,49,,
164,TRUE,82,Vélo,Velo NSN,,NSN CYCLING TEAM,17,,
165,TRUE,94,Coureur,Matis Louvel,FRA,NSN CYCLING TEAM,3,,
166,TRUE,107,Coureur,Ryan Mullen ,IRL,NSN CYCLING TEAM,37,,
167,FALSE,,Coureur,,,NSN CYCLING TEAM,,,
168,TRUE,,Coureur,Riley Sheehan,USA,NSN CYCLING TEAM,105,,
169,TRUE,81,Coureur,Jake Stewart,GBR,NSN CYCLING TEAM,43,,
170,TRUE,42,Coureur,Tom Van Asbroeck,BEL,NSN CYCLING TEAM,22,,
171,TRUE,113/114,Logo,Logo Red Bull,,RED BULL - BORA - HANSGROHE,8,,
172,TRUE,106/109,Equipe,Team Red Bull,,RED BULL - BORA - HANSGROHE,33,,
173,FALSE,,Coureur,,,RED BULL - BORA - HANSGROHE,,,
174,TRUE,79,Coureur,Daniel Felipe Martinez,COL,RED BULL - BORA - HANSGROHE,30,,
175,TRUE,84,Coureur,Danny Van Poppel,NED,RED BULL - BORA - HANSGROHE,80,,
176,TRUE,,Coureur,Finn Fischer-Black,NZL,RED BULL - BORA - HANSGROHE,104,,
177,TRUE,95/116,Maillot,Maillot Red Bull,,RED BULL - BORA - HANSGROHE,64,,
178,TRUE,,Vélo,Vélo red bull ,,RED BULL - BORA - HANSGROHE,65,,
179,TRUE,,Coureur,Florian Lipowitz,GER,RED BULL - BORA - HANSGROHE,10,⭐,
180,TRUE,121,Coureur,Gianni Moscon,ITA,RED BULL - BORA - HANSGROHE,120,,
181,TRUE,54,Coureur,Giulio Pellizzari,ITA,RED BULL - BORA - HANSGROHE,32,⭐,
182,TRUE,36/73/101/113,Coureur,Jai Hindley,AUS,RED BULL - BORA - HANSGROHE,8,⭐,
183,TRUE,50/57,Coureur,Laurence Pithie,NZL,RED BULL - BORA - HANSGROHE,20,,
184,TRUE,,Coureur,Primoz Roglic,SVN,RED BULL - BORA - HANSGROHE,19,⭐,
185,TRUE,57/69/95,Logo,Logo Soudal,,SOUDAL QUICK STEP,25,,
186,FALSE,,Equipe,,,SOUDAL QUICK STEP,,,
187,TRUE,,Coureur,Mikel Landa,ESP,SOUDAL QUICK STEP,18,,
188,TRUE,,Coureur,Tim Merlier,BEL,SOUDAL QUICK STEP,82,⭐,
189,TRUE,67,Coureur,Valentin Paret Peintre ,FRA,SOUDAL QUICK STEP,55,⭐,
190,TRUE,119,Coureur,Jasper Stuyven,BEL,SOUDAL QUICK STEP,67,,
191,TRUE,81/88/101,Maillot,Maillot Soudal,,SOUDAL QUICK STEP,58,,
192,FALSE,,Vélo,,,SOUDAL QUICK STEP,,,
193,TRUE,,Coureur,Dylan Van Baarle,NED,SOUDAL QUICK STEP,117,,
194,TRUE,54,Coureur,Bert Van Lerberghe,BEL,SOUDAL QUICK STEP,1,,
195,TRUE,63,Coureur,Ilan Van Wilder,BEL,SOUDAL QUICK STEP,0,,
196,TRUE,67/87,Coureur,Louis Vervaeke,BEL,SOUDAL QUICK STEP,31,,
197,TRUE,,Coureur,Maximilian Schachmann,GER,SOUDAL QUICK STEP,12,,
198,TRUE,50,Coureur,Yves Lampaert,BEL,SOUDAL QUICK STEP,32,,
199,TRUE,43/62/109,Logo,Logo Jayco,,TEAM JAYCO ALULA,6,,
200,TRUE,,Equipe,Team Jayco ,,TEAM JAYCO ALULA,43,,
201,TRUE,,Coureur,Ben O'Connor,AUS,TEAM JAYCO ALULA,26,⭐,
202,TRUE,96,Coureur,Alessandro Covi,ITA,TEAM JAYCO ALULA,25,,
203,TRUE,44/76,Coureur,Michael Matthews,AUS,TEAM JAYCO ALULA,35,,
204,TRUE,,Coureur,Pascal Ackermann,GER,TEAM JAYCO ALULA,97,,
205,TRUE,93/104,Maillot,Maillot Jayco,,TEAM JAYCO ALULA,69,,
206,TRUE,109,Vélo,Velo Jayco,,TEAM JAYCO ALULA,106,,
207,TRUE,105,Coureur,Luke Plapp ,AUS,TEAM JAYCO ALULA,42,,
208,TRUE,115,Coureur,Amaury Capiot,BEL,TEAM JAYCO ALULA,95,,
209,FALSE,,Coureur,,,TEAM JAYCO ALULA,,,
210,FALSE,,Coureur,,,TEAM JAYCO ALULA,,,
211,TRUE,,Coureur,Kelland O'Brien,AUS,TEAM JAYCO ALULA,92,,
212,TRUE,90/95,Coureur,Koen Bouwman,NED,TEAM JAYCO ALULA,20,,
213,TRUE,69,Logo,Logo Pic Nic,,TEAM PICNIC POSTNL,24,,
214,TRUE,,Equipe,Team Pic Nic,,TEAM PICNIC POSTNL,42,,
215,TRUE,93/104,Coureur,Pavel Bittner ,CZE,TEAM PICNIC POSTNL,69,,
216,TRUE,66/107/113,Coureur,Warren Barguil,FRA,TEAM PICNIC POSTNL,33,,
217,TRUE,104/112/117,Coureur,Matthew Dinham,AUS,TEAM PICNIC POSTNL,48,,
218,TRUE,105/108,Coureur,John Degenkolb,GER,TEAM PICNIC POSTNL,14,,
219,TRUE,,Maillot,Maillot Pic Nic,,TEAM PICNIC POSTNL,77,,
220,TRUE,61/71,Vélo,Velo picnic,,TEAM PICNIC POSTNL,7,,
221,TRUE,65/91,Coureur,Niklas Markl,GER,TEAM PICNIC POSTNL,15,,
222,TRUE,,Coureur,James Knox,GBR,TEAM PICNIC POSTNL,25,,
223,TRUE,,Coureur,Frank Van Den Broek,NED,TEAM PICNIC POSTNL,29,,
224,TRUE,72/86/107,Coureur,Julius Van Den Berg,NED,TEAM PICNIC POSTNL,10,,
225,TRUE,44/52/102,Coureur,Sean Flynn,GBR,TEAM PICNIC POSTNL,23,,
226,TRUE,45,Coureur,Bjorn Koerdt,GBR,TEAM PICNIC POSTNL,9,,
227,FALSE,,Logo,,,TEAM VISMA | LEASE A BIKE,,,
228,FALSE,,Equipe,,,TEAM VISMA | LEASE A BIKE,,,
229,TRUE,,Coureur,Jonas Vingegaard,DEN,TEAM VISMA | LEASE A BIKE,35,⭐,1
230,TRUE,,Coureur,Wout Van Aert ,BEL,TEAM VISMA | LEASE A BIKE,64,⭐,
231,TRUE,103/114,Coureur,Sepp Kuss ,USA,TEAM VISMA | LEASE A BIKE,73,⭐,
232,TRUE,108/118,Coureur,Matteo Jorgenson,USA,TEAM VISMA | LEASE A BIKE,74,⭐,
233,TRUE,,Maillot,Maillot Visma,,TEAM VISMA | LEASE A BIKE,93,⭐,
234,TRUE,103,Vélo,Velo Visma!,,TEAM VISMA | LEASE A BIKE,12,⭐,
235,TRUE,,Coureur,Christophe Laporte ,FRA,TEAM VISMA | LEASE A BIKE,66,,
236,TRUE,41,Coureur,Ben Tulett,GBR,TEAM VISMA | LEASE A BIKE,9,⭐,
237,TRUE,119,Coureur,Victor Campenaerts,BEL,TEAM VISMA | LEASE A BIKE,87,⭐,
238,TRUE,63/98,Coureur,Bruno Amirail,FRA,TEAM VISMA | LEASE A BIKE,18,⭐,
239,TRUE,102/106/120,Coureur,Wilco Kelderman,NED,TEAM VISMA | LEASE A BIKE,21,,
240,TRUE,100,Coureur,Edoardo Affini ,ITA,TEAM VISMA | LEASE A BIKE,57,⭐,
241,FALSE,,Logo,,,UAE TEAM EMIRATES - XRG,,,
242,TRUE,86,Equipe,Team UAE,,UAE TEAM EMIRATES - XRG,2,⭐,
243,TRUE,,Coureur,Tadej Pogacar ,SVN,UAE TEAM EMIRATES - XRG,61,⭐,3
244,TRUE,37/84,Coureur,Adam Yates,GBR,UAE TEAM EMIRATES - XRG,23,⭐,
245,TRUE,45,Coureur,Isaac Del Toro,MEX,UAE TEAM EMIRATES - XRG,24,⭐,
246,FALSE,,Coureur,,,UAE TEAM EMIRATES - XRG,,,
247,TRUE,,Maillot,Maillot UAE,,UAE TEAM EMIRATES - XRG,4,⭐,
248,TRUE,86,Vélo,Velo UAE,,UAE TEAM EMIRATES - XRG,13,⭐,
249,TRUE,53/71,Coureur,Marc Soler,ESP,UAE TEAM EMIRATES - XRG,16,⭐,
250,TRUE,,Coureur,Pavel Sivakov,FRA,UAE TEAM EMIRATES - XRG,31,,
251,TRUE,,Coureur,Tim Wellens,BEL,UAE TEAM EMIRATES - XRG,60,⭐,
252,FALSE,,Coureur,,,UAE TEAM EMIRATES - XRG,,,
253,TRUE,,Coureur,Florian Vermeersch,BEL,UAE TEAM EMIRATES - XRG,78,,
254,TRUE,27/39/97,Coureur,Nils Politt,GER,UAE TEAM EMIRATES - XRG,22,,
255,TRUE,41,Logo,Logo Uno,,UNO - X MOBILITY,20,,
256,TRUE,,Equipe,Team Uno,,UNO - X MOBILITY,28,,
257,TRUE,,Coureur,Tobias Halland Johannessen ,NOR,UNO - X MOBILITY,70,,
258,TRUE,,Coureur,Jonas Abrahamsen,NOR,UNO - X MOBILITY,112,,
259,TRUE,,Coureur,Magnus Cort,DEN,UNO - X MOBILITY,47,,
260,TRUE,80,Coureur,Soren Waerenskjold,NOR,UNO - X MOBILITY,15,,
261,TRUE,48,Maillot,Maillot Uno,,UNO - X MOBILITY,22,,
262,TRUE,32/48/71,Vélo,Velo Uno,,UNO - X MOBILITY,18,,
263,TRUE,60/83,Coureur,Markus Hoelgaard,NOR,UNO - X MOBILITY,29,,
264,FALSE,,Coureur,,,UNO - X MOBILITY,,,
265,TRUE,83/115/118,Coureur,Frederik Dversnes,NOR,UNO - X MOBILITY,46,,
266,TRUE,59/73,Coureur,Anthon Charmig,DEN,UNO - X MOBILITY,5,,
267,TRUE,,Coureur,Johannes Kulset ,NOR,UNO - X MOBILITY,53,,
268,TRUE,,Coureur,Sndreas Kron,DEN,UNO - X MOBILITY,24,,
269,TRUE,47,Logo,Logo Astana,,XDS ASTANA TEAM,33,,
270,TRUE,96,Equipe,Team Astana,,XDS ASTANA TEAM,3,,
271,FALSE,,Coureur,,,XDS ASTANA TEAM,,,
272,TRUE,48/104,Coureur,Mike Teunissen ,NED,XDS ASTANA TEAM,39,,
273,TRUE,,Coureur,Aaron Gate,NZL,XDS ASTANA TEAM,6,,
274,TRUE,74/79/98,Coureur,Max Kanter,GER,XDS ASTANA TEAM,16,,
275,TRUE,,Maillot,Maillot Astana,,XDS ASTANA TEAM,23,,
276,TRUE,59/91,Vélo,Velo Astana,,XDS ASTANA TEAM,13,,
277,FALSE,,Coureur,,,XDS ASTANA TEAM,,,
278,TRUE,58,Coureur,Simone Velasco,ITA,XDS ASTANA TEAM,11,,
279,TRUE,4/53/75,Coureur,Nicola Conci,ITA,XDS ASTANA TEAM,0,,
280,TRUE,,Coureur,Cristian Rodriguez,ESP,XDS ASTANA TEAM,29,,
281,TRUE,120,Coureur,Florian Kajamini,ITA,XDS ASTANA TEAM,59,,
282,TRUE,94,Coureur,Darren Van Bekkum,NED,XDS ASTANA TEAM,27,,
283,TRUE,45/94/112,Logo,Logo TDF Femmes,,,32,⭐,
T26,FALSE,,Coureuse,,,,,,
T27,FALSE,,Coureuse,,,,,,
T28,FALSE,,Coureuse,,,,,,
T29,FALSE,,Coureuse,,,,,,
284,TRUE,,Coureuse,Kim Le court Pienaar,MRI,AG INSURANCE - SOUDAL TEAM,38,,
285,TRUE,48/53/116,Coureuse,Justine Ghekiere,BEL,AG INSURANCE - SOUDAL TEAM,22,,
286,TRUE,70/81,Coureuse,Sarag Gigante,AUS,AG INSURANCE - SOUDAL TEAM,12,,
287,TRUE,,Coureuse,Kasia Niedwiadoma-Phinney,POL,CANYON // SRAM ZONDACRYPTO,24,,
288,TRUE,,Coureuse,Zoe Bäckstedt,GBR,CANYON // SRAM ZONDACRYPTO,1,,
289,TRUE,,Coureuse,Chiara Consonni ,ITA,CANYON // SRAM ZONDACRYPTO,51,,
290,TRUE,,Coureuse,Cedrine Kerbaol,FRA,EF EDUCATION - OATLY,111,,
291,TRUE,75,Coureuse,Magdeleine Vallieres-Mill,CAN,EF EDUCATION - OATLY,66,,
292,TRUE,94/117,Coureuse,Noemi Ruegg,SUI,EF EDUCATION - OATLY,14,,
293,TRUE,101,Coureuse,Demi Vollering,NED,FDJ UNITED SUEZ,19,⭐,
294,TRUE,95/98,Coureuse,Juliette Berthet ,FRA,FDJ UNITED SUEZ,61,,
295,TRUE,51/120,Coureuse,Evita Muzic,FRA,FDJ UNITED SUEZ,33,,
296,TRUE,90,Coureuse,Puck Pieterse,NED,FENIX - PREMIER TECH,9,,
297,TRUE,,Coureuse,Charlotte Kool,NED,FENIX - PREMIER TECH,4,,
298,TRUE,39,Coureuse,Christina Schweinberger,AUT,FENIX - PREMIER TECH,2,,
299,TRUE,,Coureuse,Barbara Malcotti,ITA,HUMAN POWERED HEALTH,19,,
300,TRUE,,Coureuse,Lily Williams,USA,HUMAN POWERED HEALTH,24,,
301,TRUE,75/85,Coureuse,Titia Ryo,FRA ,HUMAN POWERED HEALTH,56,,
302,TRUE,,Coureuse,Niamh Fisher-Black,NZL,LIDL - TREK,90,,
303,TRUE,,Coureuse,Elisa Balsamo,ITA,LIDL - TREK,16,,
304,TRUE,49,Coureuse,Riejanne Markus,NED,LIDL - TREK,5,,
305,TRUE,,Coureuse,Monica Trinca Colonel,ITA,LIV - ALULA - JAYCO,83,,
306,TRUE,121,Coureuse,Silke Smulders,NED,LIV - ALULA - JAYCO,31,,
307,TRUE,,Coureuse,Ella Wyllie,NZL,LIV - ALULA - JAYCO,9,,
308,TRUE,59,Coureuse,Marlen Reusser,SUI,MOVIESTAR TEAM,13,,
309,TRUE,,Coureuse,Liane Lippert,GER,MOVIESTAR TEAM,93,,
