Number,Owned,Doubles,Type,Name,Country,Equipe,Fav?,Top 3
106,FALSE,,,,,COFIDIS,,
107,FALSE,,,,,COFIDIS,,
108,FALSE,,Logo,,,DECATHLON AG2R LA MONDIALE,,
109,FALSE,,,,,DECATHLON AG2R LA MONDIALE,,
110,FALSE,,Coureur,,,DECATHLON AG2R LA MONDIALE,,
111,FALSE,,Coureur,,,DECATHLON AG2R LA MONDIALE,,
112,FALSE,,Coureur,,,DECATHLON AG2R LA MONDIALE,,
113,FALSE,,Coureur,,,DECATHLON AG2R LA MONDIALE,,
114,FALSE,,Coureur,,,DECATHLON AG2R LA MONDIALE,,
115,FALSE,,Coureur,,,DECATHLON AG2R LA MONDIALE,,
116,FALSE,,Coureur,,,DECATHLON AG2R LA MONDIALE,,
117,FALSE,,Coureur,,,DECATHLON AG2R LA MONDIALE,,
118,FALSE,,Coureur,,,DECATHLON AG2R LA MONDIALE,,
119,FALSE,,Coureur,,,DECATHLON AG2R LA MONDIALE,,
120,FALSE,,,,,DECATHLON AG2R LA MONDIALE,,
121,FALSE,,,,,DECATHLON AG2R LA MONDIALE,,
122,FALSE,,Logo,,,EF EDUCATION-EASYPOST,,
123,FALSE,,,,,EF EDUCATION-EASYPOST,,
124,FALSE,,Coureur,,,EF EDUCATION-EASYPOST,,
125,FALSE,,Coureur,,,EF EDUCATION-EASYPOST,,
126,FALSE,,Coureur,,,EF EDUCATION-EASYPOST,,
127,FALSE,,Coureur,,,EF EDUCATION-EASYPOST,,
128,FALSE,,Coureur,,,EF EDUCATION-EASYPOST,,
129,FALSE,,Coureur,,,EF EDUCATION-EASYPOST,,
130,FALSE,,Coureur,,,EF EDUCATION-EASYPOST,,
131,FALSE,,Coureur,,,EF EDUCATION-EASYPOST,,
132,FALSE,,Coureur,,,EF EDUCATION-EASYPOST,,
133,FALSE,,Coureur,,,EF EDUCATION-EASYPOST,,
134,TRUE,,Vélo,Velo EF,,EF EDUCATION-EASYPOST,,
135,FALSE,,,,,EF EDUCATION-EASYPOST,,
136,FALSE,,Logo,,,GROUPAMA-FDJ,,
137,FALSE,,,,,GROUPAMA-FDJ,,
138,FALSE,,Coureur,,,GROUPAMA-FDJ,,
139,FALSE,,Coureur,,,GROUPAMA-FDJ,,
140,FALSE,,Coureur,,,GROUPAMA-FDJ,,
141,FALSE,,Coureur,,,GROUPAMA-FDJ,,
142,FALSE,,Coureur,,,GROUPAMA-FDJ,,
143,FALSE,,Coureur,,,GROUPAMA-FDJ,,
144,FALSE,,Coureur,,,GROUPAMA-FDJ,,
145,FALSE,,Coureur,,,GROUPAMA-FDJ,,
146,FALSE,,Coureur,,,GROUPAMA-FDJ,,
147,FALSE,,Coureur,,,GROUPAMA-FDJ,,
148,FALSE,,,,,GROUPAMA-FDJ,,
149,FALSE,,,,,GROUPAMA-FDJ,,
150,FALSE,,Logo,,,INEOS GRENADIERS,,
151,FALSE,,,,,INEOS GRENADIERS,,
152,FALSE,,Coureur,,,INEOS GRENADIERS,,
153,FALSE,,Coureur,,,INEOS GRENADIERS,,
154,FALSE,,Coureur,,,INEOS GRENADIERS,,
155,FALSE,,Coureur,,,INEOS GRENADIERS,,
156,FALSE,,Coureur,,,INEOS GRENADIERS,,
157,FALSE,,Coureur,,,INEOS GRENADIERS,,
158,FALSE,,Coureur,,,INEOS GRENADIERS,,
159,FALSE,,Coureur,,,INEOS GRENADIERS,,
160,FALSE,,Coureur,,,INEOS GRENADIERS,,
161,FALSE,,Coureur,,,INEOS GRENADIERS,,
162,FALSE,,,,,INEOS GRENADIERS,,
163,FALSE,,,,,INEOS GRENADIERS,,
164,FALSE,,Logo,,,INTERMARCHÉ-WANTY,,
165,FALSE,,,,,INTERMARCHÉ-WANTY,,
166,FALSE,,Coureur,,,INTERMARCHÉ-WANTY,,
167,FALSE,,Coureur,,,INTERMARCHÉ-WANTY,,
168,FALSE,,Coureur,,,INTERMARCHÉ-WANTY,,
169,FALSE,,Coureur,,,INTERMARCHÉ-WANTY,,
170,FALSE,,Coureur,,,INTERMARCHÉ-WANTY,,
171,FALSE,,Coureur,,,INTERMARCHÉ-WANTY,,
172,FALSE,,Coureur,,,INTERMARCHÉ-WANTY,,
173,TRUE,,Coureur,Gerben Thijssen,BEL,INTERMARCHÉ-WANTY,,
174,FALSE,,Coureur,,,INTERMARCHÉ-WANTY,,
175,TRUE,,Coureur,Georg Zimmermann,GER,INTERMARCHÉ-WANTY,,
176,FALSE,,,,,INTERMARCHÉ-WANTY,,
177,FALSE,,,,,INTERMARCHÉ-WANTY,,
178,FALSE,,Logo,,,ISRAEL-PREMIER TECH,,
179,FALSE,,,,,ISRAEL-PREMIER TECH,,
180,FALSE,,Coureur,,,ISRAEL-PREMIER TECH,,
181,FALSE,,Coureur,,,ISRAEL-PREMIER TECH,,
182,FALSE,,Coureur,,,ISRAEL-PREMIER TECH,,
183,FALSE,,Coureur,,,ISRAEL-PREMIER TECH,,
184,FALSE,,Coureur,,,ISRAEL-PREMIER TECH,,
185,FALSE,,Coureur,,,ISRAEL-PREMIER TECH,,
186,FALSE,,Coureur,,,ISRAEL-PREMIER TECH,,
187,FALSE,,Coureur,,,ISRAEL-PREMIER TECH,,
188,FALSE,,Coureur,,,ISRAEL-PREMIER TECH,,
189,FALSE,,Coureur,,,ISRAEL-PREMIER TECH,,
190,FALSE,,,,,ISRAEL-PREMIER TECH,,
191,FALSE,,,,,ISRAEL-PREMIER TECH,,
192,FALSE,,Logo,,,LIDL-TREK,,
193,FALSE,,,,,LIDL-TREK,,
194,FALSE,,Coureur,,,LIDL-TREK,,
195,FALSE,,Coureur,,,LIDL-TREK,,
196,FALSE,,Coureur,,,LIDL-TREK,,
197,FALSE,,Coureur,,,LIDL-TREK,,
198,FALSE,,Coureur,,,LIDL-TREK,,
199,FALSE,,Coureur,,,LIDL-TREK,,
200,FALSE,,Coureur,,,LIDL-TREK,,
201,FALSE,,Coureur,,,LIDL-TREK,,
202,FALSE,,Coureur,,,LIDL-TREK,,
203,FALSE,,Coureur,,,LIDL-TREK,,
204,FALSE,,,,,LIDL-TREK,,
205,FALSE,,,,,LIDL-TREK,,
206,FALSE,,Logo,,,LOTTO DSTNY,,
207,FALSE,,,,,LOTTO DSTNY,,
208,FALSE,,Coureur,,,LOTTO DSTNY,,
209,FALSE,,Coureur,,,LOTTO DSTNY,,
210,FALSE,,Coureur,,,LOTTO DSTNY,,
211,FALSE,,Coureur,,,LOTTO DSTNY,,
212,FALSE,,Coureur,,,LOTTO DSTNY,,
213,FALSE,,Coureur,,,LOTTO DSTNY,,
214,FALSE,,Coureur,,,LOTTO DSTNY,,
215,FALSE,,Coureur,,,LOTTO DSTNY,,
216,FALSE,,Coureur,,,LOTTO DSTNY,,
217,FALSE,,Coureur,,,LOTTO DSTNY,,
218,FALSE,,,,,LOTTO DSTNY,,
219,FALSE,,,,,LOTTO DSTNY,,
220,TRUE,,Logo,Logo Movistar,,MOVISTAR TEAM,,
221,FALSE,,,,,MOVISTAR TEAM,,
222,FALSE,,Coureur,,,MOVISTAR TEAM,,
223,FALSE,,Coureur,,,MOVISTAR TEAM,,
224,FALSE,,Coureur,,,MOVISTAR TEAM,,
225,FALSE,,Coureur,,,MOVISTAR TEAM,,
226,FALSE,,Coureur,,,MOVISTAR TEAM,,
227,FALSE,,Coureur,,,MOVISTAR TEAM,,
228,FALSE,,Coureur,,,MOVISTAR TEAM,,
229,FALSE,,Coureur,,,MOVISTAR TEAM,,
230,FALSE,,Coureur,,,MOVISTAR TEAM,,
231,FALSE,,Coureur,,,MOVISTAR TEAM,,
232,FALSE,,,,,MOVISTAR TEAM,,
233,FALSE,,,,,MOVISTAR TEAM,,
234,FALSE,,Logo,,,SOUDAL QUICK-STEP,,
235,FALSE,,,,,SOUDAL QUICK-STEP,,
236,FALSE,,Coureur,,,SOUDAL QUICK-STEP,,
237,FALSE,,Coureur,,,SOUDAL QUICK-STEP,,
238,FALSE,,Coureur,,,SOUDAL QUICK-STEP,,
239,FALSE,,Coureur,,,SOUDAL QUICK-STEP,,
240,FALSE,,Coureur,,,SOUDAL QUICK-STEP,,
241,FALSE,,Coureur,,,SOUDAL QUICK-STEP,,
242,FALSE,,Coureur,,,SOUDAL QUICK-STEP,,
243,FALSE,,Coureur,,,SOUDAL QUICK-STEP,,
244,FALSE,,Coureur,,,SOUDAL QUICK-STEP,,
245,FALSE,,Coureur,,,SOUDAL QUICK-STEP,,
246,TRUE,,Vélo,Velo Soudal,,SOUDAL QUICK-STEP,,
247,FALSE,,,,,SOUDAL QUICK-STEP,,
248,FALSE,,Logo,,,TEAM DSM-FIRMENICH POSTNL,,
249,FALSE,,,,,TEAM DSM-FIRMENICH POSTNL,,
250,FALSE,,Coureur,,,TEAM DSM-FIRMENICH POSTNL,,
251,FALSE,,Coureur,,,TEAM DSM-FIRMENICH POSTNL,,
252,FALSE,,Coureur,,,TEAM DSM-FIRMENICH POSTNL,,
253,FALSE,,Coureur,,,TEAM DSM-FIRMENICH POSTNL,,
254,FALSE,,Coureur,,,TEAM DSM-FIRMENICH POSTNL,,
255,FALSE,,Coureur,,,TEAM DSM-FIRMENICH POSTNL,,
256,FALSE,,Coureur,,,TEAM DSM-FIRMENICH POSTNL,,
257,FALSE,,Coureur,,,TEAM DSM-FIRMENICH POSTNL,,
258,FALSE,,Coureur,,,TEAM DSM-FIRMENICH POSTNL,,
259,FALSE,,Coureur,,,TEAM DSM-FIRMENICH POSTNL,,
260,FALSE,,,,,TEAM DSM-FIRMENICH POSTNL,,
261,FALSE,,,,,TEAM DSM-FIRMENICH POSTNL,,
262,FALSE,,Logo,,,TEAM JAYCO ALULA,,
263,FALSE,,,,,TEAM JAYCO ALULA,,
264,FALSE,,Coureur,,,TEAM JAYCO ALULA,,
265,FALSE,,Coureur,,,TEAM JAYCO ALULA,,
266,FALSE,,Coureur,,,TEAM JAYCO ALULA,,
267,FALSE,,Coureur,,,TEAM JAYCO ALULA,,
268,FALSE,,Coureur,,,TEAM JAYCO ALULA,,
269,FALSE,,Coureur,,,TEAM JAYCO ALULA,,
270,FALSE,,Coureur,,,TEAM JAYCO ALULA,,
271,FALSE,,Coureur,,,TEAM JAYCO ALULA,,
272,FALSE,,Coureur,,,TEAM JAYCO ALULA,,
273,FALSE,,Coureur,,,TEAM JAYCO ALULA,,
274,FALSE,,,,,TEAM JAYCO ALULA,,
275,FALSE,,,,,TEAM JAYCO ALULA,,
276,FALSE,,Logo,,,TEAM VISMA | LEASE A BIKE,,
277,FALSE,,,,,TEAM VISMA | LEASE A BIKE,,
278,FALSE,,Coureur,,,TEAM VISMA | LEASE A BIKE,,
279,FALSE,,Coureur,,,TEAM VISMA | LEASE A BIKE,,
280,FALSE,,Coureur,,,TEAM VISMA | LEASE A BIKE,,
281,FALSE,,Coureur,,,TEAM VISMA | LEASE A BIKE,,
282,FALSE,,Coureur,,,TEAM VISMA | LEASE A BIKE,,
283,FALSE,,Coureur,,,TEAM VISMA | LEASE A BIKE,,
284,FALSE,,Coureur,,,TEAM VISMA | LEASE A BIKE,,
285,FALSE,,Coureur,,,TEAM VISMA | LEASE A BIKE,,
286,FALSE,,Coureur,,,TEAM VISMA | LEASE A BIKE,,
287,FALSE,,Coureur,,,TEAM VISMA | LEASE A BIKE,,
288,FALSE,,,,,TEAM VISMA | LEASE A BIKE,,
289,FALSE,,,,,TEAM VISMA | LEASE A BIKE,,
290,FALSE,,Logo,,,TOTALENERGIES,,
291,FALSE,,,,,TOTALENERGIES,,
292,FALSE,,Coureur,,,TOTALENERGIES,,
293,FALSE,,Coureur,,,TOTALENERGIES,,
294,FALSE,,Coureur,,,TOTALENERGIES,,
295,FALSE,,Coureur,,,TOTALENERGIES,,
296,FALSE,,Coureur,,,TOTALENERGIES,,
297,FALSE,,Coureur,,,TOTALENERGIES,,
298,FALSE,,Coureur,,,TOTALENERGIES,,
299,FALSE,,Coureur,,,TOTALENERGIES,,
300,FALSE,,Coureur,,,TOTALENERGIES,,
301,FALSE,,Coureur,,,TOTALENERGIES,,
302,FALSE,,,,,TOTALENERGIES,,
303,FALSE,,,,,TOTALENERGIES,,
304,FALSE,,Logo,,,UAE TEAM EMIRATES,,
305,FALSE,,,,,UAE TEAM EMIRATES,,
306,FALSE,,Coureur,,,UAE TEAM EMIRATES,,
307,FALSE,,Coureur,,,UAE TEAM EMIRATES,,
308,FALSE,,Coureur,,,UAE TEAM EMIRATES,,
309,FALSE,,Coureur,,,UAE TEAM EMIRATES,,
310,FALSE,,Coureur,,,UAE TEAM EMIRATES,,
311,FALSE,,Coureur,,,UAE TEAM EMIRATES,,
312,FALSE,,Coureur,,,UAE TEAM EMIRATES,,
313,FALSE,,Coureur,,,UAE TEAM EMIRATES,,
314,FALSE,,Coureur,,,UAE TEAM EMIRATES,,
315,FALSE,,Coureur,,,UAE TEAM EMIRATES,,
316,FALSE,,,,,UAE TEAM EMIRATES,,
317,FALSE,,,,,UAE TEAM EMIRATES,,
318,FALSE,,Logo,,,UNO-X MOBILITY,,
319,FALSE,,,,,UNO-X MOBILITY,,
320,FALSE,,Coureur,,,UNO-X MOBILITY,,
321,FALSE,,Coureur,,,UNO-X MOBILITY,,
322,FALSE,,Coureur,,,UNO-X MOBILITY,,
323,FALSE,,Coureur,,,UNO-X MOBILITY,,
324,FALSE,,Coureur,,,UNO-X MOBILITY,,
325,FALSE,,Coureur,,,UNO-X MOBILITY,,
326,FALSE,,Coureur,,,UNO-X MOBILITY,,
327,FALSE,,Coureur,,,UNO-X MOBILITY,,
328,FALSE,,Coureur,,,UNO-X MOBILITY,,
329,FALSE,,Coureur,,,UNO-X MOBILITY,,
330,FALSE,,,,,UNO-X MOBILITY,,
331,TRUE,,Maillot,Maillot Uno,,UNO-X MOBILITY,,
332,FALSE,,Logo,,,,,
333,FALSE,,,,,,,
334,FALSE,,,,,,,
335,FALSE,,,,,,,
336,FALSE,,,,,,,
