Number,Owned,Doubles,Type,Name,Country,Equipe,Fav?,Top 3
64,TRUE,2,Coureur,Stefan Bisseger,SUI,DECATHLON CMA CGM TEAM,,
65,TRUE,1,Maillot,Maillot Decathlon,,DECATHLON CMA CGM TEAM,,
66,TRUE,2,Vélo,Bike Decathlon,,DECATHLON CMA CGM TEAM,⭐,
67,TRUE,1,Coureur,Aurélien Paret-Peintre,FRA,DECATHLON CMA CGM TEAM,,
68,TRUE,2,Coureur,Daan Hoole,NED,DECATHLON CMA CGM TEAM,,
69,TRUE,1,Coureur,Cees Bol,NED,DECATHLON CMA CGM TEAM,,
70,TRUE,1,Coureur,Robbe Ghys,BEL,DECATHLON CMA CGM TEAM,,
71,TRUE,2,Coureur,Nicolas Prodhomme ,FRA,DECATHLON CMA CGM TEAM,,
72,TRUE,2,Coureur,Sander De Pestel,BEL,DECATHLON CMA CGM TEAM,,
73,TRUE,1,Logo,Logo EF,,EF EDUCATION - EASYPOST,,
74,FALSE,,Equipe,,,EF EDUCATION - EASYPOST,,
75,TRUE,2,Coureur,Richard Carapaz,ECU,EF EDUCATION - EASYPOST,⭐,
76,TRUE,1,Coureur,Ben Healy,IRL,EF EDUCATION - EASYPOST,⭐,
77,TRUE,2,Coureur,Alex Baudin,FRA,EF EDUCATION - EASYPOST,,
78,TRUE,2,Coureur,Kasper Asgreen,DEN,EF EDUCATION - EASYPOST,,
79,TRUE,,Maillot,Maillot EF,,EF EDUCATION - EASYPOST,,
80,TRUE,3,Vélo,Velo EF,,EF EDUCATION - EASYPOST,,
81,TRUE,2,Coureur,Neilson Powless,USA,EF EDUCATION - EASYPOST,⭐,
82,TRUE,,Coureur,Luke Lamperti,USA,EF EDUCATION - EASYPOST,,
83,TRUE,,Coureur,Harry Sweeny,AUS,EF EDUCATION - EASYPOST,⭐,
84,TRUE,,Coureur,Lukas Nerurkar,GBR,EF EDUCATION - EASYPOST,,
85,TRUE,1,Coureur,Georg Steinhauser,GER,EF EDUCATION - EASYPOST,,
86,TRUE,1,Coureur,Mikkel,DEN,EF EDUCATION - EASYPOST,,
87,TRUE,1,Logo,Logo FDJ,,GROUPAMA - FDJ UNITED,,
88,TRUE,1,Equipe,Team Groupama,,GROUPAMA - FDJ UNITED,,
89,TRUE,,Coureur,Clement Berthet,FRA,GROUPAMA - FDJ UNITED,,
90,TRUE,3,Coureur,Ewen Costiou,FRA,GROUPAMA - FDJ UNITED,,
91,TRUE,3,Coureur,David Gaudu,FRA,GROUPAMA - FDJ UNITED,⭐,
92,TRUE,1,Coureur,Romain Grégoire ,,GROUPAMA - FDJ UNITED,⭐,
93,TRUE,1,Maillot,Maillot FDJ,,GROUPAMA - FDJ UNITED,,
94,TRUE,,Vélo,Vélo FDJ,,GROUPAMA - FDJ UNITED,,
95,TRUE,,Coureur,Thibaud Gruel ,FRA,GROUPAMA - FDJ UNITED,,
96,TRUE,,Coureur,Valentin Madouas ,FRA,GROUPAMA - FDJ UNITED,,
97,TRUE,1,Coureur,Guillaume Martin-Guyonnet,FRA,GROUPAMA - FDJ UNITED,⭐,
98,TRUE,2,Coureur,Paul Penhoet,FRA,GROUPAMA - FDJ UNITED,,
99,TRUE,,Coureur,Brieuc Rolland,FRA,GROUPAMA - FDJ UNITED,,
100,TRUE,,Coureur,Bastien Tronchon,FRA,GROUPAMA - FDJ UNITED,,
101,TRUE,,Logo,Logo Ineos ,,INEOS GRENADIERS,,
102,TRUE,1,Equipe,Team Ineos,,INEOS GRENADIERS,,
103,TRUE,,Coureur,Oscar Onley,GBR,INEOS GRENADIERS,⭐,
104,TRUE,,Coureur,Kevin Vauquelin,FRA,INEOS GRENADIERS,⭐,
105,TRUE,1,Coureur,Thymen Arensman,NED,INEOS GRENADIERS,⭐,
106,TRUE,2,Coureur,Filippo Ganna,ITA,INEOS GRENADIERS,⭐,
107,TRUE,1,Maillot,Maillot Ineos,,INEOS GRENADIERS,,
108,TRUE,1,Vélo,Velo Ineos,,INEOS GRENADIERS,,
109,TRUE,1,Coureur,Dorian Godon,FRA,INEOS GRENADIERS,,
110,TRUE,2,Coureur,Jack Haig,AUS,INEOS GRENADIERS,,
111,TRUE,1,Coureur,Michal Kwiatkowski,POL,INEOS GRENADIERS,,
112,TRUE,1,Coureur,Carlos Rodriguez ,ESP,INEOS GRENADIERS,,
113,TRUE,,Coureur,Josh Tarling,GBR,INEOS GRENADIERS,,
114,TRUE,1,Coureur,Sam Watson,GBR,INEOS GRENADIERS,,
115,TRUE,3,Logo,Logo Lidl ,,LIDL -TREK,,
116,TRUE,4,Equipe,Team Lidl,,LIDL -TREK,,
117,TRUE,2,Coureur,Juan Ayuso,ESP,LIDL -TREK,⭐,
118,TRUE,,Coureur,Mads Pedersen ,DEN,LIDL -TREK,⭐,
119,TRUE,2,Coureur,Mattias Skjelmose,DEN,LIDL -TREK,,
120,TRUE,,Coureur,Giulio Ciccone ,ITA,LIDL -TREK,,
121,TRUE,1,Maillot,Maillot Lidl,,LIDL -TREK,,
122,TRUE,,Vélo,Velo Lidle,,LIDL -TREK,,
123,TRUE,1,Coureur,Lennard Kamna,GER,LIDL -TREK,,
124,TRUE,2,Coureur,Soren Kragh Andersen ,DEN,LIDL -TREK,,
125,TRUE,2,Coureur,Quinn Simmons,USA,LIDL -TREK,,
126,TRUE,5,Coureur,Toms Skujins,LVA,LIDL -TREK,,
127,TRUE,1,Coureur,Mathias Vacek,CZE,LIDL -TREK,,
128,TRUE,,Coureur,Carlos Verona,ESP,LIDL -TREK,,
129,TRUE,,Logo,Logo Lotto,,LOTTO - INTERMARCHE,,
130,TRUE,1,Equipe,Team Lotto ,,LOTTO - INTERMARCHE,,
131,TRUE,,Coureur,Arnaud de Lie,BEL,LOTTO - INTERMARCHE,,
132,TRUE,,Coureur,Lennert Van Eetvelt,BEL,LOTTO - INTERMARCHE,,
133,TRUE,2,Coureur,Jenno Berckmoes,BEL,LOTTO - INTERMARCHE,,
134,TRUE,4,Coureur,Huub Artz,NED,LOTTO - INTERMARCHE,,
135,TRUE,2,Maillot,Maillot Lotto,,LOTTO - INTERMARCHE,,
136,TRUE,2,Vélo,Vélo Lotto,,LOTTO - INTERMARCHE,,
137,TRUE,1,Coureur,Cedric Beullens,BEL,LOTTO - INTERMARCHE,,
138,TRUE,2,Coureur,Lars Craps,BEL,LOTTO - INTERMARCHE,,
139,TRUE,,Coureur,Sebastien Grignard,BEL,LOTTO - INTERMARCHE,,
140,TRUE,,Coureur,Georg Zimmermann ,GER,LOTTO - INTERMARCHE,,
141,TRUE,1,Coureur,Jasper de Buyst,BEL,LOTTO - INTERMARCHE,,
142,TRUE,4,Coureur,Luca Van Boven,BEL,LOTTO - INTERMARCHE,,
143,TRUE,1,Logo,Logo Movistar,,MOVISTAR TEAM,,
144,FALSE,,Equipe,,,MOVISTAR TEAM,,
145,TRUE,,Coureur,Cian Uijtdebroeks,BEL,MOVISTAR TEAM,,
146,TRUE,,Coureur,Raul Garcia Pierna,ESP,MOVISTAR TEAM,,
147,TRUE,3,Coureur,Ivan Romeo,ESP,MOVISTAR TEAM,,
148,TRUE,1,Coureur,Einer Rubio,COL,MOVISTAR TEAM,,
149,TRUE,,Maillot,Maillot Movistar,,MOVISTAR TEAM,,
150,TRUE,1,Vélo,Velo Movistar,,MOVISTAR TEAM,,
151,TRUE,4,Coureur,Pablo Castrillo,ESP,MOVISTAR TEAM,,
152,TRUE,,Coureur,Roger Adria,ESP,MOVISTAR TEAM,,
153,TRUE,2,Coureur,Javier Romo,ESP,MOVISTAR TEAM,,
154,TRUE,,Coureur,Ivan Garcia Cortina ,ESP,MOVISTAR TEAM,,
155,TRUE,2,Coureur,Lorenzo Milesi ,ITA,MOVISTAR TEAM,,
156,TRUE,3,Coureur,Nelson Oliveira,POR,MOVISTAR TEAM,,
157,TRUE,1,Logo,Logo NSN,,NSN CYCLING TEAM,,
158,TRUE,,Equipe,Team NSN,,NSN CYCLING TEAM,,
159,TRUE,1,Coureur,Biniam Girmay,ERI,NSN CYCLING TEAM,⭐,
160,TRUE,,Coureur,Lewis Askey,,NSN CYCLING TEAM,,
161,TRUE,1,Coureur,George Bennett,NZL,NSN CYCLING TEAM,,
162,TRUE,2,Coureur,Marco Frigo ,ITA,NSN CYCLING TEAM,,
163,TRUE,2,Maillot,Maillot NSN,,NSN CYCLING TEAM,,
164,TRUE,1,Vélo,Velo NSN,,NSN CYCLING TEAM,,
165,TRUE,1,Coureur,Matis Louvel,FRA,NSN CYCLING TEAM,,
166,TRUE,1,Coureur,Ryan Mullen ,IRL,NSN CYCLING TEAM,,
167,TRUE,1,Coureur,Krists Neilands,LAT,NSN CYCLING TEAM,,
168,TRUE,,Coureur,Riley Sheehan,USA,NSN CYCLING TEAM,,
169,TRUE,1,Coureur,Jake Stewart,GBR,NSN CYCLING TEAM,,
170,TRUE,2,Coureur,Tom Van Asbroeck,BEL,NSN CYCLING TEAM,,
171,TRUE,2,Logo,Logo Red Bull,,RED BULL - BORA - HANSGROHE,,
172,TRUE,2,Equipe,Team Red Bull,,RED BULL - BORA - HANSGROHE,,
173,TRUE,,Coureur,Remco Evenepoel,BEL,RED BULL - BORA - HANSGROHE,⭐,
174,TRUE,2,Coureur,Daniel Felipe Martinez,COL,RED BULL - BORA - HANSGROHE,,
175,TRUE,2,Coureur,Danny Van Poppel,NED,RED BULL - BORA - HANSGROHE,,
176,TRUE,1,Coureur,Finn Fischer-Black,NZL,RED BULL - BORA - HANSGROHE,,
177,TRUE,2,Maillot,Maillot Red Bull,,RED BULL - BORA - HANSGROHE,,
178,TRUE,,Vélo,Vélo red bull ,,RED BULL - BORA - HANSGROHE,,
179,TRUE,,Coureur,Florian Lipowitz,GER,RED BULL - BORA - HANSGROHE,⭐,
180,TRUE,1,Coureur,Gianni Moscon,ITA,RED BULL - BORA - HANSGROHE,,
181,TRUE,1,Coureur,Giulio Pellizzari,ITA,RED BULL - BORA - HANSGROHE,⭐,
182,TRUE,4,Coureur,Jai Hindley,AUS,RED BULL - BORA - HANSGROHE,⭐,
183,TRUE,3,Coureur,Laurence Pithie,NZL,RED BULL - BORA - HANSGROHE,,
184,TRUE,,Coureur,Primoz Roglic,SVN,RED BULL - BORA - HANSGROHE,⭐,
185,TRUE,3,Logo,Logo Soudal,,SOUDAL QUICK STEP,,
186,TRUE,,Equipe,Team soudal,,SOUDAL QUICK STEP,,
187,TRUE,,Coureur,Mikel Landa,ESP,SOUDAL QUICK STEP,,
188,TRUE,,Coureur,Tim Merlier,BEL,SOUDAL QUICK STEP,⭐,
189,TRUE,1,Coureur,Valentin Paret Peintre ,FRA,SOUDAL QUICK STEP,⭐,
190,TRUE,1,Coureur,Jasper Stuyven,BEL,SOUDAL QUICK STEP,,
191,TRUE,3,Maillot,Maillot Soudal,,SOUDAL QUICK STEP,,
192,FALSE,,Vélo,,,SOUDAL QUICK STEP,,
193,TRUE,,Coureur,Dylan Van Baarle,NED,SOUDAL QUICK STEP,,
194,TRUE,2,Coureur,Bert Van Lerberghe,BEL,SOUDAL QUICK STEP,,
195,TRUE,2,Coureur,Ilan Van Wilder,BEL,SOUDAL QUICK STEP,,
196,TRUE,2,Coureur,Louis Vervaeke,BEL,SOUDAL QUICK STEP,,
197,TRUE,,Coureur,Maximilian Schachmann,GER,SOUDAL QUICK STEP,,
198,TRUE,1,Coureur,Yves Lampaert,BEL,SOUDAL QUICK STEP,,
199,TRUE,3,Logo,Logo Jayco,,TEAM JAYCO ALULA,,
200,TRUE,1,Equipe,Team Jayco ,,TEAM JAYCO ALULA,,
201,TRUE,,Coureur,Ben O'Connor,AUS,TEAM JAYCO ALULA,⭐,
202,TRUE,2,Coureur,Alessandro Covi,ITA,TEAM JAYCO ALULA,,
203,TRUE,3,Coureur,Michael Matthews,AUS,TEAM JAYCO ALULA,,
204,TRUE,1,Coureur,Pascal Ackermann,GER,TEAM JAYCO ALULA,,
205,TRUE,2,Maillot,Maillot Jayco,,TEAM JAYCO ALULA,,
206,TRUE,3,Vélo,Velo Jayco,,TEAM JAYCO ALULA,,
207,TRUE,1,Coureur,Luke Plapp ,AUS,TEAM JAYCO ALULA,,
208,TRUE,1,Coureur,Amaury Capiot,BEL,TEAM JAYCO ALULA,,
209,TRUE,,Coureur,Mauro Schmid,SUI,TEAM JAYCO ALULA,,
210,TRUE,1,Coureur,Luke Durbridge,AUS,TEAM JAYCO ALULA,,
211,TRUE,,Coureur,Kelland O'Brien,AUS,TEAM JAYCO ALULA,,
212,TRUE,3,Coureur,Koen Bouwman,NED,TEAM JAYCO ALULA,,
213,TRUE,1,Logo,Logo Pic Nic,,TEAM PICNIC POSTNL,,
214,TRUE,1,Equipe,Team Pic Nic,,TEAM PICNIC POSTNL,,
215,TRUE,2,Coureur,Pavel Bittner ,CZE,TEAM PICNIC POSTNL,,
216,TRUE,3,Coureur,Warren Barguil,FRA,TEAM PICNIC POSTNL,,
217,TRUE,3,Coureur,Matthew Dinham,AUS,TEAM PICNIC POSTNL,,
218,TRUE,2,Coureur,John Degenkolb,GER,TEAM PICNIC POSTNL,,
219,TRUE,2,Maillot,Maillot Pic Nic,,TEAM PICNIC POSTNL,,
220,TRUE,2,Vélo,Velo picnic,,TEAM PICNIC POSTNL,,
221,TRUE,2,Coureur,Niklas Markl,GER,TEAM PICNIC POSTNL,,
222,TRUE,,Coureur,James Knox,GBR,TEAM PICNIC POSTNL,,
223,TRUE,,Coureur,Frank Van Den Broek,NED,TEAM PICNIC POSTNL,,
224,TRUE,3,Coureur,Julius Van Den Berg,NED,TEAM PICNIC POSTNL,,
225,TRUE,3,Coureur,Sean Flynn,GBR,TEAM PICNIC POSTNL,,
226,TRUE,1,Coureur,Bjorn Koerdt,GBR,TEAM PICNIC POSTNL,,
227,FALSE,,Logo,,,TEAM VISMA | LEASE A BIKE,,
228,FALSE,,Equipe,,,TEAM VISMA | LEASE A BIKE,,
229,TRUE,,Coureur,Jonas Vingegaard,DEN,TEAM VISMA | LEASE A BIKE,⭐,1
230,TRUE,1,Coureur,Wout Van Aert ,BEL,TEAM VISMA | LEASE A BIKE,⭐,
231,TRUE,3,Coureur,Sepp Kuss ,USA,TEAM VISMA | LEASE A BIKE,⭐,
232,TRUE,2,Coureur,Matteo Jorgenson,USA,TEAM VISMA | LEASE A BIKE,⭐,
233,TRUE,,Maillot,Maillot Visma,,TEAM VISMA | LEASE A BIKE,⭐,
234,TRUE,2,Vélo,Velo Visma!,,TEAM VISMA | LEASE A BIKE,⭐,
235,TRUE,1,Coureur,Christophe Laporte ,FRA,TEAM VISMA | LEASE A BIKE,,
236,TRUE,1,Coureur,Ben Tulett,GBR,TEAM VISMA | LEASE A BIKE,⭐,
237,TRUE,1,Coureur,Victor Campenaerts,BEL,TEAM VISMA | LEASE A BIKE,⭐,
238,TRUE,2,Coureur,Bruno Amirail,FRA,TEAM VISMA | LEASE A BIKE,⭐,
239,TRUE,3,Coureur,Wilco Kelderman,NED,TEAM VISMA | LEASE A BIKE,,
240,TRUE,2,Coureur,Edoardo Affini ,ITA,TEAM VISMA | LEASE A BIKE,⭐,
241,TRUE,1,Logo,Logo UAE,,UAE TEAM EMIRATES - XRG,,
242,TRUE,1,Equipe,Team UAE,,UAE TEAM EMIRATES - XRG,⭐,
243,TRUE,,Coureur,Tadej Pogacar ,SVN,UAE TEAM EMIRATES - XRG,⭐,
244,TRUE,2,Coureur,Adam Yates,GBR,UAE TEAM EMIRATES - XRG,⭐,
245,TRUE,1,Coureur,Isaac Del Toro,MEX,UAE TEAM EMIRATES - XRG,⭐,
246,TRUE,,Coureur,Jhonatan Narvaez,ECU,UAE TEAM EMIRATES - XRG,,
247,TRUE,2,Maillot,Maillot UAE,,UAE TEAM EMIRATES - XRG,⭐,
248,TRUE,2,Vélo,Velo UAE,,UAE TEAM EMIRATES - XRG,⭐,
249,TRUE,2,Coureur,Marc Soler,ESP,UAE TEAM EMIRATES - XRG,⭐,
250,TRUE,,Coureur,Pavel Sivakov,FRA,UAE TEAM EMIRATES - XRG,,
251,TRUE,1,Coureur,Tim Wellens,BEL,UAE TEAM EMIRATES - XRG,⭐,
252,TRUE,,Coureur,Brandon McNulty,USA,UAE TEAM EMIRATES - XRG,,
253,TRUE,2,Coureur,Florian Vermeersch,BEL,UAE TEAM EMIRATES - XRG,,
254,TRUE,3,Coureur,Nils Politt,GER,UAE TEAM EMIRATES - XRG,,
255,TRUE,2,Logo,Logo Uno,,UNO - X MOBILITY,,
256,TRUE,1,Equipe,Team Uno,,UNO - X MOBILITY,,
257,TRUE,,Coureur,Tobias Halland Johannessen ,NOR,UNO - X MOBILITY,,
258,TRUE,1,Coureur,Jonas Abrahamsen,NOR,UNO - X MOBILITY,,
259,TRUE,,Coureur,Magnus Cort,DEN,UNO - X MOBILITY,,
260,TRUE,1,Coureur,Soren Waerenskjold,NOR,UNO - X MOBILITY,,
261,TRUE,1,Maillot,Maillot Uno,,UNO - X MOBILITY,,
262,TRUE,5,Vélo,Velo Uno,,UNO - X MOBILITY,,
263,TRUE,2,Coureur,Markus Hoelgaard,NOR,UNO - X MOBILITY,,
264,FALSE,,Coureur,,,UNO - X MOBILITY,,
265,TRUE,3,Coureur,Frederik Dversnes,NOR,UNO - X MOBILITY,,
266,TRUE,2,Coureur,Anthon Charmig,DEN,UNO - X MOBILITY,,
267,TRUE,,Coureur,Johannes Kulset ,NOR,UNO - X MOBILITY,,
268,TRUE,,Coureur,Sndreas Kron,DEN,UNO - X MOBILITY,,
269,TRUE,1,Logo,Logo Astana,,XDS ASTANA TEAM,,
270,TRUE,1,Equipe,Team Astana,,XDS ASTANA TEAM,,
271,TRUE,,Coureur,Harold Tejada,COL,XDS ASTANA TEAM,,
272,TRUE,2,Coureur,Mike Teunissen ,NED,XDS ASTANA TEAM,,
273,TRUE,,Coureur,Aaron Gate,NZL,XDS ASTANA TEAM,,
274,TRUE,3,Coureur,Max Kanter,GER,XDS ASTANA TEAM,,
275,TRUE,,Maillot,Maillot Astana,,XDS ASTANA TEAM,,
276,TRUE,3,Vélo,Velo Astana,,XDS ASTANA TEAM,,
277,TRUE,,Coureur,Sergio Higuita,COL,XDS ASTANA TEAM,,
278,TRUE,2,Coureur,Simone Velasco,ITA,XDS ASTANA TEAM,,
279,TRUE,5,Coureur,Nicola Conci,ITA,XDS ASTANA TEAM,,
280,TRUE,,Coureur,Cristian Rodriguez,ESP,XDS ASTANA TEAM,,
281,TRUE,2,Coureur,Florian Kajamini,ITA,XDS ASTANA TEAM,,
282,TRUE,1,Coureur,Darren Van Bekkum,NED,XDS ASTANA TEAM,,
283,TRUE,3,Logo,Logo TDF Femmes,,,⭐,
T26,FALSE,,Instantané,,,,,
T27,FALSE,,Instantané,,,,,
T28,FALSE,,Instantané,,,,,
T29,FALSE,,Instantané,,,,,
284,TRUE,1,Coureuse,Kim Le court Pienaar,MRI,AG INSURANCE - SOUDAL TEAM,,
285,TRUE,4,Coureuse,Justine Ghekiere,BEL,AG INSURANCE - SOUDAL TEAM,,
286,TRUE,3,Coureuse,Sarag Gigante,AUS,AG INSURANCE - SOUDAL TEAM,,
287,TRUE,,Coureuse,Kasia Niedwiadoma-Phinney,POL,CANYON // SRAM ZONDACRYPTO,,
288,TRUE,,Coureuse,Zoe Bäckstedt,GBR,CANYON // SRAM ZONDACRYPTO,,
289,TRUE,,Coureuse,Chiara Consonni ,ITA,CANYON // SRAM ZONDACRYPTO,,
290,TRUE,1,Coureuse,Cedrine Kerbaol,FRA,EF EDUCATION - OATLY,,
291,TRUE,1,Coureuse,Magdeleine Vallieres-Mill,CAN,EF EDUCATION - OATLY,,
292,TRUE,2,Coureuse,Noemi Ruegg,SUI,EF EDUCATION - OATLY,,
293,TRUE,1,Coureuse,Demi Vollering,NED,FDJ UNITED SUEZ,⭐,
294,TRUE,3,Coureuse,Juliette Berthet ,FRA,FDJ UNITED SUEZ,,
295,TRUE,2,Coureuse,Evita Muzic,FRA,FDJ UNITED SUEZ,,
296,TRUE,1,Coureuse,Puck Pieterse,NED,FENIX - PREMIER TECH,,
297,TRUE,,Coureuse,Charlotte Kool,NED,FENIX - PREMIER TECH,,
298,TRUE,1,Coureuse,Christina Schweinberger,AUT,FENIX - PREMIER TECH,,
299,TRUE,1,Coureuse,Barbara Malcotti,ITA,HUMAN POWERED HEALTH,,
300,TRUE,1,Coureuse,Lily Williams,USA,HUMAN POWERED HEALTH,,
301,TRUE,3,Coureuse,Titia Ryo,FRA,HUMAN POWERED HEALTH,,
302,TRUE,,Coureuse,Niamh Fisher-Black,NZL,LIDL - TREK,,
303,TRUE,,Coureuse,Elisa Balsamo,ITA,LIDL - TREK,,
304,TRUE,1,Coureuse,Riejanne Markus,NED,LIDL - TREK,,
305,TRUE,,Coureuse,Monica Trinca Colonel,ITA,LIV - ALULA - JAYCO,,
306,TRUE,1,Coureuse,Silke Smulders,NED,LIV - ALULA - JAYCO,,
307,TRUE,,Coureuse,Ella Wyllie,NZL,LIV - ALULA - JAYCO,,
308,TRUE,1,Coureuse,Marlen Reusser,SUI,MOVISTAR TEAM WOMEN,,
309,TRUE,2,Coureuse,Liane Lippert,GER,MOVISTAR TEAM WOMEN,,
310,TRUE,3,Coureuse,Tota Magalhaes,BRA,MOVISTAR TEAM WOMEN,,
311,TRUE,1,Coureuse,Eleonora Ciabocco,ITA,TEAM PICNIC POSTNL,,
312,TRUE,3,Coureuse,Pfeiffer Georgi,GBR,TEAM PICNIC POSTNL,,
313,TRUE,1,Coureuse,Rachele Barbieri,ITA,TEAM PICNIC POSTNL,,
314,TRUE,1,Coureuse,Anna Van der Breggen,NED,TEAM SD WORX - PROTIME,,
315,TRUE,,Coureuse,Lorena Wiebes,NED,TEAM SD WORX - PROTIME,,
316,TRUE,1,Coureuse,Lotte Kopecky,BEL,TEAM SD WORX - PROTIME,,
317,TRUE,,Coureuse,Pauline Ferrand Prévôt ,FRA,TEAM VISMA | LEASE A BIKE,⭐,
318,TRUE,1,Coureuse,Marianne Vos,NED,TEAM VISMA | LEASE A BIKE,⭐,
319,TRUE,1,Coureuse,Femke De Vries,NED,TEAM VISMA | LEASE A BIKE,,
320,TRUE,,Coureuse,Elisa Longo Borghini,ITA,UAE TEAM ADQ,,
321,TRUE,3,Coureuse,Mavi Garcia,ESP,UAE TEAM ADQ,,
322,TRUE,,Coureuse,Pauliena Rooijakkers,NED,UAE TEAM ADQ,,
