Number,Owned,Doubles,Type,Name,Country,Equipe,Fav?,Top 3
48,FALSE,,Coureur,,,AG2R CITROËN TEAM,,
49,FALSE,,Coureur,,,AG2R CITROËN TEAM,,
50,FALSE,,Coureur,,,AG2R CITROËN TEAM,,
51,FALSE,,Coureur,,,AG2R CITROËN TEAM,,
52,FALSE,,,,,AG2R CITROËN TEAM,,
53,FALSE,,,,,AG2R CITROËN TEAM,,
54,FALSE,,Coureur,,,AG2R CITROËN TEAM,,
55,FALSE,,Coureur,,,AG2R CITROËN TEAM,,
56,FALSE,,Coureur,,,AG2R CITROËN TEAM,,
57,FALSE,,Coureur,,,AG2R CITROËN TEAM,,
58,FALSE,,Coureur,,,AG2R CITROËN TEAM,,
59,FALSE,,,,,ALPECIN-FENIX,,
60,FALSE,,,,,ALPECIN-FENIX,,
61,FALSE,,Coureur,,,ALPECIN-FENIX,,
62,FALSE,,Coureur,,,ALPECIN-FENIX,,
63,FALSE,,Coureur,,,ALPECIN-FENIX,,
64,FALSE,,Coureur,,,ALPECIN-FENIX,,
65,FALSE,,Coureur,,,ALPECIN-FENIX,,
66,FALSE,,,,,ALPECIN-FENIX,,
67,FALSE,,,,,ALPECIN-FENIX,,
68,FALSE,,Coureur,,,ALPECIN-FENIX,,
69,FALSE,,Coureur,,,ALPECIN-FENIX,,
70,FALSE,,Coureur,,,ALPECIN-FENIX,,
71,FALSE,,Coureur,,,ALPECIN-FENIX,,
72,FALSE,,Coureur,,,ALPECIN-FENIX,,
73,FALSE,,,,,ARKEA - SAMSIC,,
74,FALSE,,,,,ARKEA - SAMSIC,,
75,FALSE,,Coureur,,,ARKEA - SAMSIC,,
76,FALSE,,Coureur,,,ARKEA - SAMSIC,,
77,TRUE,,Coureur,Nacer Bouhanni,FRA,ARKEA - SAMSIC,,
78,FALSE,,Coureur,,,ARKEA - SAMSIC,,
79,FALSE,,Coureur,,,ARKEA - SAMSIC,,
80,FALSE,,,,,ARKEA - SAMSIC,,
81,FALSE,,,,,ARKEA - SAMSIC,,
82,FALSE,,Coureur,,,ARKEA - SAMSIC,,
83,FALSE,,Coureur,,,ARKEA - SAMSIC,,
84,FALSE,,Coureur,,,ARKEA - SAMSIC,,
85,FALSE,,Coureur,,,ARKEA - SAMSIC,,
86,FALSE,,Coureur,,,ARKEA - SAMSIC,,
87,FALSE,,,,,ASTANA PREMIER TECH,,
88,FALSE,,,,,ASTANA PREMIER TECH,,
89,FALSE,,Coureur,,,ASTANA PREMIER TECH,,
90,FALSE,,Coureur,,,ASTANA PREMIER TECH,,
91,FALSE,,Coureur,,,ASTANA PREMIER TECH,,
92,FALSE,,Coureur,,,ASTANA PREMIER TECH,,
93,FALSE,,Coureur,,,ASTANA PREMIER TECH,,
94,FALSE,,,,,ASTANA PREMIER TECH,,
95,FALSE,,,,,ASTANA PREMIER TECH,,
96,FALSE,,Coureur,,,ASTANA PREMIER TECH,,
97,FALSE,,Coureur,,,ASTANA PREMIER TECH,,
98,FALSE,,Coureur,,,ASTANA PREMIER TECH,,
99,FALSE,,Coureur,,,ASTANA PREMIER TECH,,
100,FALSE,,Coureur,,,ASTANA PREMIER TECH,,
101,FALSE,,,,,B&B HOTELS P/B KTM,,
102,FALSE,,,,,B&B HOTELS P/B KTM,,
103,TRUE,,Coureur,Bryan Coquard,FRA,B&B HOTELS P/B KTM,,2
104,FALSE,,Coureur,,,B&B HOTELS P/B KTM,,
105,FALSE,,Coureur,,,B&B HOTELS P/B KTM,,
106,FALSE,,Coureur,,,B&B HOTELS P/B KTM,,
107,FALSE,,Coureur,,,B&B HOTELS P/B KTM,,
108,FALSE,,,,,B&B HOTELS P/B KTM,,
109,FALSE,,,,,B&B HOTELS P/B KTM,,
110,FALSE,,Coureur,,,B&B HOTELS P/B KTM,,
111,FALSE,,Coureur,,,B&B HOTELS P/B KTM,,
112,FALSE,,Coureur,,,B&B HOTELS P/B KTM,,
113,FALSE,,Coureur,,,B&B HOTELS P/B KTM,,
114,FALSE,,Coureur,,,B&B HOTELS P/B KTM,,
115,FALSE,,,,,BAHRAIN VICTORIOUS,,
116,FALSE,,,,,BAHRAIN VICTORIOUS,,
117,FALSE,,Coureur,,,BAHRAIN VICTORIOUS,,
118,FALSE,,Coureur,,,BAHRAIN VICTORIOUS,,
119,FALSE,,Coureur,,,BAHRAIN VICTORIOUS,,
120,FALSE,,Coureur,,,BAHRAIN VICTORIOUS,,
121,FALSE,,Coureur,,,BAHRAIN VICTORIOUS,,
122,FALSE,,,,,BAHRAIN VICTORIOUS,,
123,FALSE,,,,,BAHRAIN VICTORIOUS,,
124,FALSE,,Coureur,,,BAHRAIN VICTORIOUS,,
125,FALSE,,Coureur,,,BAHRAIN VICTORIOUS,,
126,FALSE,,Coureur,,,BAHRAIN VICTORIOUS,,
127,FALSE,,Coureur,,,BAHRAIN VICTORIOUS,,
128,FALSE,,Coureur,,,BAHRAIN VICTORIOUS,,
129,FALSE,,,,,BORA-HANSGROHE,,
130,FALSE,,,,,BORA-HANSGROHE,,
131,FALSE,,Coureur,,,BORA-HANSGROHE,,
132,FALSE,,Coureur,,,BORA-HANSGROHE,,
133,FALSE,,Coureur,,,BORA-HANSGROHE,,
134,FALSE,,Coureur,,,BORA-HANSGROHE,,
135,FALSE,,Coureur,,,BORA-HANSGROHE,,
136,FALSE,,,,,BORA-HANSGROHE,,
137,FALSE,,,,,BORA-HANSGROHE,,
138,FALSE,,Coureur,,,BORA-HANSGROHE,,
139,FALSE,,Coureur,,,BORA-HANSGROHE,,
140,FALSE,,Coureur,,,BORA-HANSGROHE,,
141,FALSE,,Coureur,,,BORA-HANSGROHE,,
142,FALSE,,Coureur,,,BORA-HANSGROHE,,
143,FALSE,,,,,COFIDIS,,
144,FALSE,,,,,COFIDIS,,
145,FALSE,,Coureur,,,COFIDIS,,
146,FALSE,,Coureur,,,COFIDIS,,
147,FALSE,,Coureur,,,COFIDIS,,
148,FALSE,,Coureur,,,COFIDIS,,
149,FALSE,,Coureur,,,COFIDIS,,
150,FALSE,,,,,COFIDIS,,
151,FALSE,,,,,COFIDIS,,
152,FALSE,,Coureur,,,COFIDIS,,
153,FALSE,,Coureur,,,COFIDIS,,
154,FALSE,,Coureur,,,COFIDIS,,
155,FALSE,,Coureur,,,COFIDIS,,
156,FALSE,,Coureur,,,COFIDIS,,
157,FALSE,,,,,COFIDIS,,
158,FALSE,,,,,COFIDIS,,
159,FALSE,,Coureur,,,COFIDIS,,
160,FALSE,,Coureur,,,COFIDIS,,
161,FALSE,,Coureur,,,COFIDIS,,
162,FALSE,,Coureur,,,COFIDIS,,
163,FALSE,,Coureur,,,COFIDIS,,
164,FALSE,,,,,COFIDIS,,
165,FALSE,,,,,COFIDIS,,
166,FALSE,,Coureur,,,COFIDIS,,
167,FALSE,,Coureur,,,COFIDIS,,
168,FALSE,,Coureur,,,COFIDIS,,
169,FALSE,,Coureur,,,COFIDIS,,
170,FALSE,,Coureur,,,COFIDIS,,
171,FALSE,,,,,EF EDUCATION-NIPPO,,
172,FALSE,,,,,EF EDUCATION-NIPPO,,
173,FALSE,,Coureur,,,EF EDUCATION-NIPPO,,
174,FALSE,,Coureur,,,EF EDUCATION-NIPPO,,
175,FALSE,,Coureur,,,EF EDUCATION-NIPPO,,
176,FALSE,,Coureur,,,EF EDUCATION-NIPPO,,
177,FALSE,,Coureur,,,EF EDUCATION-NIPPO,,
178,FALSE,,,,,EF EDUCATION-NIPPO,,
179,FALSE,,,,,EF EDUCATION-NIPPO,,
180,FALSE,,Coureur,,,EF EDUCATION-NIPPO,,
181,FALSE,,Coureur,,,EF EDUCATION-NIPPO,,
182,FALSE,,Coureur,,,EF EDUCATION-NIPPO,,
183,FALSE,,Coureur,,,EF EDUCATION-NIPPO,,
184,FALSE,,Coureur,,,EF EDUCATION-NIPPO,,
185,FALSE,,,,,GROUPAMA-FDJ,,
186,FALSE,,,,,GROUPAMA-FDJ,,
187,FALSE,,Coureur,,,GROUPAMA-FDJ,,
188,FALSE,,Coureur,,,GROUPAMA-FDJ,,
189,FALSE,,Coureur,,,GROUPAMA-FDJ,,
190,FALSE,,Coureur,,,GROUPAMA-FDJ,,
191,FALSE,,Coureur,,,GROUPAMA-FDJ,,
192,FALSE,,,,,GROUPAMA-FDJ,,
193,FALSE,,,,,GROUPAMA-FDJ,,
194,FALSE,,Coureur,,,GROUPAMA-FDJ,,
195,FALSE,,Coureur,,,GROUPAMA-FDJ,,
196,FALSE,,Coureur,,,GROUPAMA-FDJ,,
197,FALSE,,Coureur,,,GROUPAMA-FDJ,,
198,FALSE,,Coureur,,,GROUPAMA-FDJ,,
199,FALSE,,,,,INEOS GRENADIERS,,
200,FALSE,,,,,INEOS GRENADIERS,,
201,FALSE,,Coureur,,,INEOS GRENADIERS,,
202,FALSE,,Coureur,,,INEOS GRENADIERS,,
203,FALSE,,Coureur,,,INEOS GRENADIERS,,
204,FALSE,,Coureur,,,INEOS GRENADIERS,,
205,TRUE,,Coureur,Michal Kwiatkowski,POL,INEOS GRENADIERS,,
206,FALSE,,,,,INEOS GRENADIERS,,
207,FALSE,,,,,INEOS GRENADIERS,,
208,FALSE,,Coureur,,,INEOS GRENADIERS,,
209,FALSE,,Coureur,,,INEOS GRENADIERS,,
210,FALSE,,Coureur,,,INEOS GRENADIERS,,
211,FALSE,,Coureur,,,INEOS GRENADIERS,,
212,FALSE,,Coureur,,,INEOS GRENADIERS,,
213,FALSE,,,,,INTERMARCHÉ - WANTY - GOBERT MATERIAUX,,
214,FALSE,,,,,INTERMARCHÉ - WANTY - GOBERT MATERIAUX,,
215,FALSE,,Coureur,,,INTERMARCHÉ - WANTY - GOBERT MATERIAUX,,
216,FALSE,,Coureur,,,INTERMARCHÉ - WANTY - GOBERT MATERIAUX,,
217,FALSE,,Coureur,,,INTERMARCHÉ - WANTY - GOBERT MATERIAUX,,
218,FALSE,,Coureur,,,INTERMARCHÉ - WANTY - GOBERT MATERIAUX,,
219,FALSE,,Coureur,,,INTERMARCHÉ - WANTY - GOBERT MATERIAUX,,
220,FALSE,,,,,INTERMARCHÉ - WANTY - GOBERT MATERIAUX,,
221,FALSE,,,,,INTERMARCHÉ - WANTY - GOBERT MATERIAUX,,
222,FALSE,,Coureur,,,INTERMARCHÉ - WANTY - GOBERT MATERIAUX,,
223,FALSE,,Coureur,,,INTERMARCHÉ - WANTY - GOBERT MATERIAUX,,
224,FALSE,,Coureur,,,INTERMARCHÉ - WANTY - GOBERT MATERIAUX,,
225,FALSE,,Coureur,,,INTERMARCHÉ - WANTY - GOBERT MATERIAUX,,
226,FALSE,,Coureur,,,INTERMARCHÉ - WANTY - GOBERT MATERIAUX,,
227,FALSE,,,,,ISRAEL START-UP NATION,,
228,FALSE,,,,,ISRAEL START-UP NATION,,
229,FALSE,,Coureur,,,ISRAEL START-UP NATION,,
230,FALSE,,Coureur,,,ISRAEL START-UP NATION,,
231,FALSE,,Coureur,,,ISRAEL START-UP NATION,,
232,FALSE,,Coureur,,,ISRAEL START-UP NATION,,
233,FALSE,,Coureur,,,ISRAEL START-UP NATION,,
234,FALSE,,,,,ISRAEL START-UP NATION,,
235,FALSE,,,,,ISRAEL START-UP NATION,,
236,FALSE,,Coureur,,,ISRAEL START-UP NATION,,
237,FALSE,,Coureur,,,ISRAEL START-UP NATION,,
238,FALSE,,Coureur,,,ISRAEL START-UP NATION,,
239,FALSE,,Coureur,,,ISRAEL START-UP NATION,,
240,FALSE,,Coureur,,,ISRAEL START-UP NATION,,
241,FALSE,,,,,JUMBO-VISMA,,
242,FALSE,,,,,JUMBO-VISMA,,
243,FALSE,,Coureur,,,JUMBO-VISMA,,
244,FALSE,,Coureur,,,JUMBO-VISMA,,
245,FALSE,,Coureur,,,JUMBO-VISMA,,
246,FALSE,,Coureur,,,JUMBO-VISMA,,
247,FALSE,,Coureur,,,JUMBO-VISMA,,
248,FALSE,,,,,JUMBO-VISMA,,
249,FALSE,,,,,JUMBO-VISMA,,
250,FALSE,,Coureur,,,JUMBO-VISMA,,
251,FALSE,,Coureur,,,JUMBO-VISMA,,
252,FALSE,,Coureur,,,JUMBO-VISMA,,
253,TRUE,,Coureur,Lennard Hofstede,NED,JUMBO-VISMA,,
254,FALSE,,Coureur,,,JUMBO-VISMA,,
255,FALSE,,,,,LOTTO SOUDAL,,
256,FALSE,,,,,LOTTO SOUDAL,,
257,FALSE,,Coureur,,,LOTTO SOUDAL,,
258,FALSE,,Coureur,,,LOTTO SOUDAL,,
259,FALSE,,Coureur,,,LOTTO SOUDAL,,
260,FALSE,,Coureur,,,LOTTO SOUDAL,,
261,FALSE,,Coureur,,,LOTTO SOUDAL,,
262,FALSE,,,,,LOTTO SOUDAL,,
263,FALSE,,,,,LOTTO SOUDAL,,
264,FALSE,,Coureur,,,LOTTO SOUDAL,,
265,FALSE,,Coureur,,,LOTTO SOUDAL,,
266,FALSE,,Coureur,,,LOTTO SOUDAL,,
267,FALSE,,Coureur,,,LOTTO SOUDAL,,
268,FALSE,,Coureur,,,LOTTO SOUDAL,,
269,FALSE,,,,,MOVISTAR TEAM,,
270,FALSE,,,,,MOVISTAR TEAM,,
271,FALSE,,Coureur,,,MOVISTAR TEAM,,
272,FALSE,,Coureur,,,MOVISTAR TEAM,,
273,FALSE,,Coureur,,,MOVISTAR TEAM,,
274,FALSE,,Coureur,,,MOVISTAR TEAM,,
275,FALSE,,Coureur,,,MOVISTAR TEAM,,
276,FALSE,,,,,MOVISTAR TEAM,,
277,FALSE,,,,,MOVISTAR TEAM,,
278,TRUE,,Coureur,Gregor Muhlberger,AUT,MOVISTAR TEAM,,
279,FALSE,,Coureur,,,MOVISTAR TEAM,,
280,FALSE,,Coureur,,,MOVISTAR TEAM,,
281,FALSE,,Coureur,,,MOVISTAR TEAM,,
282,FALSE,,Coureur,,,MOVISTAR TEAM,,
283,FALSE,,,,,TEAM BIKEEXCHANGE,,
284,FALSE,,,,,TEAM BIKEEXCHANGE,,
285,FALSE,,Coureur,,,TEAM BIKEEXCHANGE,,
286,FALSE,,Coureur,,,TEAM BIKEEXCHANGE,,
287,FALSE,,Coureur,,,TEAM BIKEEXCHANGE,,
288,FALSE,,Coureur,,,TEAM BIKEEXCHANGE,,
289,FALSE,,Coureur,,,TEAM BIKEEXCHANGE,,
290,FALSE,,,,,TEAM BIKEEXCHANGE,,
291,FALSE,,,,,TEAM BIKEEXCHANGE,,
292,FALSE,,Coureur,,,TEAM BIKEEXCHANGE,,
293,FALSE,,Coureur,,,TEAM BIKEEXCHANGE,,
294,FALSE,,Coureur,,,TEAM BIKEEXCHANGE,,
295,FALSE,,Coureur,,,TEAM BIKEEXCHANGE,,
296,FALSE,,Coureur,,,TEAM BIKEEXCHANGE,,
297,FALSE,,,,,TEAM DSM,,
298,FALSE,,,,,TEAM DSM,,
299,FALSE,,Coureur,,,TEAM DSM,,
300,FALSE,,Coureur,,,TEAM DSM,,
301,FALSE,,Coureur,,,TEAM DSM,,
302,FALSE,,Coureur,,,TEAM DSM,,
303,FALSE,,Coureur,,,TEAM DSM,,
304,FALSE,,,,,TEAM DSM,,
305,FALSE,,,,,TEAM DSM,,
306,FALSE,,Coureur,,,TEAM DSM,,
307,FALSE,,Coureur,,,TEAM DSM,,
308,FALSE,,Coureur,,,TEAM DSM,,
309,FALSE,,Coureur,,,TEAM DSM,,
310,FALSE,,Coureur,,,TEAM DSM,,
311,FALSE,,,,,TEAM QHUBEKA ASSOS,,
312,FALSE,,,,,TEAM QHUBEKA ASSOS,,
313,FALSE,,Coureur,,,TEAM QHUBEKA ASSOS,,
314,FALSE,,Coureur,,,TEAM QHUBEKA ASSOS,,
315,FALSE,,Coureur,,,TEAM QHUBEKA ASSOS,,
316,FALSE,,Coureur,,,TEAM QHUBEKA ASSOS,,
317,FALSE,,Coureur,,,TEAM QHUBEKA ASSOS,,
318,TRUE,,Vélo,Velo Qhubeka,,TEAM QHUBEKA ASSOS,,
319,FALSE,,,,,TEAM QHUBEKA ASSOS,,
320,FALSE,,Coureur,,,TEAM QHUBEKA ASSOS,,
321,FALSE,,Coureur,,,TEAM QHUBEKA ASSOS,,
322,FALSE,,Coureur,,,TEAM QHUBEKA ASSOS,,
323,FALSE,,Coureur,,,TEAM QHUBEKA ASSOS,,
324,FALSE,,Coureur,,,TEAM QHUBEKA ASSOS,,
325,FALSE,,,,,TOTAL DIRECT ENERGIE,,
326,FALSE,,,,,TOTAL DIRECT ENERGIE,,
327,FALSE,,Coureur,,,TOTAL DIRECT ENERGIE,,
328,TRUE,,Coureur,Niccolo Bonifzio,ITA,TOTAL DIRECT ENERGIE,,
329,FALSE,,Coureur,,,TOTAL DIRECT ENERGIE,,
330,TRUE,,Coureur,Victor de la Parte,ESP,TOTAL DIRECT ENERGIE,,
331,FALSE,,Coureur,,,TOTAL DIRECT ENERGIE,,
332,FALSE,,,,,TOTAL DIRECT ENERGIE,,
333,FALSE,,,,,TOTAL DIRECT ENERGIE,,
334,FALSE,,Coureur,,,TOTAL DIRECT ENERGIE,,
335,FALSE,,Coureur,,,TOTAL DIRECT ENERGIE,,
336,FALSE,,Coureur,,,TOTAL DIRECT ENERGIE,,
337,FALSE,,Coureur,,,TOTAL DIRECT ENERGIE,,
338,FALSE,,Coureur,,,TOTAL DIRECT ENERGIE,,
339,TRUE,,Logo,Logo Trek,,TREK-SEGAFREDO,,
340,FALSE,,,,,TREK-SEGAFREDO,,
341,FALSE,,Coureur,,,TREK-SEGAFREDO,,
342,FALSE,,Coureur,,,TREK-SEGAFREDO,,
343,FALSE,,Coureur,,,TREK-SEGAFREDO,,
344,FALSE,,Coureur,,,TREK-SEGAFREDO,,
345,FALSE,,Coureur,,,TREK-SEGAFREDO,,
346,FALSE,,,,,TREK-SEGAFREDO,,
347,FALSE,,,,,TREK-SEGAFREDO,,
348,FALSE,,Coureur,,,TREK-SEGAFREDO,,
349,FALSE,,Coureur,,,TREK-SEGAFREDO,,
350,FALSE,,Coureur,,,TREK-SEGAFREDO,,
351,FALSE,,Coureur,,,TREK-SEGAFREDO,,
352,FALSE,,Coureur,,,TREK-SEGAFREDO,,
353,FALSE,,,,,UAE TEAM EMIRATES,,
354,FALSE,,,,,UAE TEAM EMIRATES,,
355,TRUE,,Coureur,Tadej Pogacar,SVN,UAE TEAM EMIRATES,⭐,1
356,FALSE,,Coureur,,,UAE TEAM EMIRATES,,
357,FALSE,,Coureur,,,UAE TEAM EMIRATES,,
358,FALSE,,Coureur,,,UAE TEAM EMIRATES,,
359,FALSE,,Coureur,,,UAE TEAM EMIRATES,,
360,FALSE,,,,,UAE TEAM EMIRATES,,
361,FALSE,,,,,UAE TEAM EMIRATES,,
362,FALSE,,Coureur,,,UAE TEAM EMIRATES,,
363,FALSE,,Coureur,,,UAE TEAM EMIRATES,,
364,FALSE,,Coureur,,,UAE TEAM EMIRATES,,
365,FALSE,,Coureur,,,UAE TEAM EMIRATES,,
366,FALSE,,Coureur,,,UAE TEAM EMIRATES,,
