Number,Owned,Doubles,Type,Name,Country,Equipe,Fav?,Top 3
44,FALSE,,Coureur,,,AG2R CITROËN TEAM,,
45,FALSE,,Coureur,,,AG2R CITROËN TEAM,,
46,FALSE,,Coureur,,,AG2R CITROËN TEAM,,
47,FALSE,,Coureur,,,AG2R CITROËN TEAM,,
48,FALSE,,Coureur,,,AG2R CITROËN TEAM,,
49,FALSE,,Coureur,,,AG2R CITROËN TEAM,,
50,TRUE,,Coureur,Dorian Godon,FRA,AG2R CITROËN TEAM,,
51,FALSE,,Coureur,,,AG2R CITROËN TEAM,,
52,TRUE,,Vélo,Velo AG2R,,AG2R CITROËN TEAM,,
53,FALSE,,,,,AG2R CITROËN TEAM,,
54,FALSE,,,,,ALPECIN-FENIX,,
55,FALSE,,,,,ALPECIN-FENIX,,
56,TRUE,,Coureur,Mathieu Van der Poel,NED,ALPECIN-FENIX,⭐,1
57,FALSE,,Coureur,,,ALPECIN-FENIX,,
58,FALSE,,Coureur,,,ALPECIN-FENIX,,
59,FALSE,,Coureur,,,ALPECIN-FENIX,,
60,FALSE,,Coureur,,,ALPECIN-FENIX,,
61,FALSE,,Coureur,,,ALPECIN-FENIX,,
62,FALSE,,Coureur,,,ALPECIN-FENIX,,
63,FALSE,,Coureur,,,ALPECIN-FENIX,,
64,FALSE,,Coureur,,,ALPECIN-FENIX,,
65,FALSE,,Coureur,,,ALPECIN-FENIX,,
66,FALSE,,,,,ALPECIN-FENIX,,
67,FALSE,,,,,ALPECIN-FENIX,,
68,FALSE,,,,,ASTANA QAZAQSTAN TEAM,,
69,FALSE,,,,,ASTANA QAZAQSTAN TEAM,,
70,FALSE,,Coureur,,,ASTANA QAZAQSTAN TEAM,,
71,FALSE,,Coureur,,,ASTANA QAZAQSTAN TEAM,,
72,FALSE,,Coureur,,,ASTANA QAZAQSTAN TEAM,,
73,FALSE,,Coureur,,,ASTANA QAZAQSTAN TEAM,,
74,FALSE,,Coureur,,,ASTANA QAZAQSTAN TEAM,,
75,FALSE,,Coureur,,,ASTANA QAZAQSTAN TEAM,,
76,FALSE,,Coureur,,,ASTANA QAZAQSTAN TEAM,,
77,FALSE,,Coureur,,,ASTANA QAZAQSTAN TEAM,,
78,FALSE,,Coureur,,,ASTANA QAZAQSTAN TEAM,,
79,FALSE,,Coureur,,,ASTANA QAZAQSTAN TEAM,,
80,FALSE,,,,,ASTANA QAZAQSTAN TEAM,,
81,FALSE,,,,,ASTANA QAZAQSTAN TEAM,,
82,FALSE,,,,,B&B HOTELS - KTM,,
83,FALSE,,,,,B&B HOTELS - KTM,,
84,FALSE,,Coureur,,,B&B HOTELS - KTM,,
85,FALSE,,Coureur,,,B&B HOTELS - KTM,,
86,FALSE,,Coureur,,,B&B HOTELS - KTM,,
87,FALSE,,Coureur,,,B&B HOTELS - KTM,,
88,FALSE,,Coureur,,,B&B HOTELS - KTM,,
89,FALSE,,Coureur,,,B&B HOTELS - KTM,,
90,FALSE,,Coureur,,,B&B HOTELS - KTM,,
91,FALSE,,Coureur,,,B&B HOTELS - KTM,,
92,FALSE,,Coureur,,,B&B HOTELS - KTM,,
93,FALSE,,Coureur,,,B&B HOTELS - KTM,,
94,FALSE,,,,,B&B HOTELS - KTM,,
95,FALSE,,,,,B&B HOTELS - KTM,,
96,FALSE,,,,,BAHRAIN VICTORIOUS,,
97,FALSE,,,,,BAHRAIN VICTORIOUS,,
98,FALSE,,Coureur,,,BAHRAIN VICTORIOUS,,
99,FALSE,,Coureur,,,BAHRAIN VICTORIOUS,,
100,FALSE,,Coureur,,,BAHRAIN VICTORIOUS,,
101,FALSE,,Coureur,,,BAHRAIN VICTORIOUS,,
102,FALSE,,Coureur,,,BAHRAIN VICTORIOUS,,
103,FALSE,,Coureur,,,BAHRAIN VICTORIOUS,,
104,FALSE,,Coureur,,,BAHRAIN VICTORIOUS,,
105,FALSE,,Coureur,,,BAHRAIN VICTORIOUS,,
106,FALSE,,Coureur,,,BAHRAIN VICTORIOUS,,
107,FALSE,,Coureur,,,BAHRAIN VICTORIOUS,,
108,TRUE,,Vélo,Velo Bahrain,,BAHRAIN VICTORIOUS,,
109,FALSE,,,,,BAHRAIN VICTORIOUS,,
110,FALSE,,,,,BORA-HANSGROHE,,
111,FALSE,,,,,BORA-HANSGROHE,,
112,FALSE,,Coureur,,,BORA-HANSGROHE,,
113,FALSE,,Coureur,,,BORA-HANSGROHE,,
114,FALSE,,Coureur,,,BORA-HANSGROHE,,
115,FALSE,,Coureur,,,BORA-HANSGROHE,,
116,FALSE,,Coureur,,,BORA-HANSGROHE,,
117,FALSE,,Coureur,,,BORA-HANSGROHE,,
118,FALSE,,Coureur,,,BORA-HANSGROHE,,
119,FALSE,,Coureur,,,BORA-HANSGROHE,,
120,FALSE,,Coureur,,,BORA-HANSGROHE,,
121,FALSE,,Coureur,,,BORA-HANSGROHE,,
122,FALSE,,,,,BORA-HANSGROHE,,
123,FALSE,,,,,BORA-HANSGROHE,,
124,FALSE,,,,,COFIDIS,,
125,FALSE,,,,,COFIDIS,,
126,FALSE,,Coureur,,,COFIDIS,,
127,FALSE,,Coureur,,,COFIDIS,,
128,FALSE,,Coureur,,,COFIDIS,,
129,FALSE,,Coureur,,,COFIDIS,,
130,FALSE,,Coureur,,,COFIDIS,,
131,FALSE,,Coureur,,,COFIDIS,,
132,FALSE,,Coureur,,,COFIDIS,,
133,FALSE,,Coureur,,,COFIDIS,,
134,FALSE,,Coureur,,,COFIDIS,,
135,FALSE,,Coureur,,,COFIDIS,,
136,FALSE,,,,,COFIDIS,,
137,FALSE,,,,,COFIDIS,,
138,FALSE,,,,,EF EDUCATION-EASYPOST,,
139,FALSE,,,,,EF EDUCATION-EASYPOST,,
140,FALSE,,Coureur,,,EF EDUCATION-EASYPOST,,
141,FALSE,,Coureur,,,EF EDUCATION-EASYPOST,,
142,FALSE,,Coureur,,,EF EDUCATION-EASYPOST,,
143,FALSE,,Coureur,,,EF EDUCATION-EASYPOST,,
144,FALSE,,Coureur,,,EF EDUCATION-EASYPOST,,
145,FALSE,,Coureur,,,EF EDUCATION-EASYPOST,,
146,FALSE,,Coureur,,,EF EDUCATION-EASYPOST,,
147,FALSE,,Coureur,,,EF EDUCATION-EASYPOST,,
148,FALSE,,Coureur,,,EF EDUCATION-EASYPOST,,
149,FALSE,,Coureur,,,EF EDUCATION-EASYPOST,,
150,FALSE,,,,,EF EDUCATION-EASYPOST,,
151,FALSE,,,,,EF EDUCATION-EASYPOST,,
152,FALSE,,,,,GROUPAMA-FDJ,,
153,FALSE,,,,,GROUPAMA-FDJ,,
154,FALSE,,Coureur,,,GROUPAMA-FDJ,,
155,FALSE,,Coureur,,,GROUPAMA-FDJ,,
156,FALSE,,Coureur,,,GROUPAMA-FDJ,,
157,FALSE,,Coureur,,,GROUPAMA-FDJ,,
158,FALSE,,Coureur,,,GROUPAMA-FDJ,,
159,FALSE,,Coureur,,,GROUPAMA-FDJ,,
160,FALSE,,Coureur,,,GROUPAMA-FDJ,,
161,FALSE,,Coureur,,,GROUPAMA-FDJ,,
162,FALSE,,Coureur,,,GROUPAMA-FDJ,,
163,FALSE,,Coureur,,,GROUPAMA-FDJ,,
164,FALSE,,,,,GROUPAMA-FDJ,,
165,FALSE,,,,,GROUPAMA-FDJ,,
166,FALSE,,,,,INEOS GRENADIERS,,
167,FALSE,,,,,INEOS GRENADIERS,,
168,FALSE,,Coureur,,,INEOS GRENADIERS,,
169,FALSE,,Coureur,,,INEOS GRENADIERS,,
170,FALSE,,Coureur,,,INEOS GRENADIERS,,
171,FALSE,,Coureur,,,INEOS GRENADIERS,,
172,FALSE,,Coureur,,,INEOS GRENADIERS,,
173,FALSE,,Coureur,,,INEOS GRENADIERS,,
174,FALSE,,Coureur,,,INEOS GRENADIERS,,
175,FALSE,,Coureur,,,INEOS GRENADIERS,,
176,TRUE,,Coureur,Dylan Van Baarle,NED,INEOS GRENADIERS,,
177,FALSE,,Coureur,,,INEOS GRENADIERS,,
178,FALSE,,,,,INEOS GRENADIERS,,
179,FALSE,,,,,INEOS GRENADIERS,,
180,FALSE,,,,,INTERMARCHÉ - WANTY - GOBERT MATERIAUX,,
181,FALSE,,,,,INTERMARCHÉ - WANTY - GOBERT MATERIAUX,,
182,TRUE,,Coureur,Alexander Kristoff,NOR,INTERMARCHÉ - WANTY - GOBERT MATERIAUX,,
183,FALSE,,Coureur,,,INTERMARCHÉ - WANTY - GOBERT MATERIAUX,,
184,FALSE,,Coureur,,,INTERMARCHÉ - WANTY - GOBERT MATERIAUX,,
185,FALSE,,Coureur,,,INTERMARCHÉ - WANTY - GOBERT MATERIAUX,,
186,FALSE,,Coureur,,,INTERMARCHÉ - WANTY - GOBERT MATERIAUX,,
187,FALSE,,Coureur,,,INTERMARCHÉ - WANTY - GOBERT MATERIAUX,,
188,FALSE,,Coureur,,,INTERMARCHÉ - WANTY - GOBERT MATERIAUX,,
189,FALSE,,Coureur,,,INTERMARCHÉ - WANTY - GOBERT MATERIAUX,,
190,FALSE,,Coureur,,,INTERMARCHÉ - WANTY - GOBERT MATERIAUX,,
191,FALSE,,Coureur,,,INTERMARCHÉ - WANTY - GOBERT MATERIAUX,,
192,FALSE,,,,,INTERMARCHÉ - WANTY - GOBERT MATERIAUX,,
193,FALSE,,,,,INTERMARCHÉ - WANTY - GOBERT MATERIAUX,,
194,FALSE,,,,,ISRAEL-PREMIER TECH,,
195,FALSE,,,,,ISRAEL-PREMIER TECH,,
196,FALSE,,Coureur,,,ISRAEL-PREMIER TECH,,
197,FALSE,,Coureur,,,ISRAEL-PREMIER TECH,,
198,FALSE,,Coureur,,,ISRAEL-PREMIER TECH,,
199,FALSE,,Coureur,,,ISRAEL-PREMIER TECH,,
200,FALSE,,Coureur,,,ISRAEL-PREMIER TECH,,
201,FALSE,,Coureur,,,ISRAEL-PREMIER TECH,,
202,FALSE,,Coureur,,,ISRAEL-PREMIER TECH,,
203,FALSE,,Coureur,,,ISRAEL-PREMIER TECH,,
204,FALSE,,Coureur,,,ISRAEL-PREMIER TECH,,
205,FALSE,,Coureur,,,ISRAEL-PREMIER TECH,,
206,FALSE,,,,,ISRAEL-PREMIER TECH,,
207,FALSE,,,,,ISRAEL-PREMIER TECH,,
208,FALSE,,,,,JUMBO-VISMA,,
209,FALSE,,,,,JUMBO-VISMA,,
210,FALSE,,Coureur,,,JUMBO-VISMA,,
211,FALSE,,Coureur,,,JUMBO-VISMA,,
212,FALSE,,Coureur,,,JUMBO-VISMA,,
213,FALSE,,Coureur,,,JUMBO-VISMA,,
214,FALSE,,Coureur,,,JUMBO-VISMA,,
215,FALSE,,Coureur,,,JUMBO-VISMA,,
216,FALSE,,Coureur,,,JUMBO-VISMA,,
217,FALSE,,Coureur,,,JUMBO-VISMA,,
218,FALSE,,Coureur,,,JUMBO-VISMA,,
219,FALSE,,Coureur,,,JUMBO-VISMA,,
220,FALSE,,,,,JUMBO-VISMA,,
221,FALSE,,,,,JUMBO-VISMA,,
222,TRUE,,Logo,Logo Soudal Lotto,,LOTTO SOUDAL,,
223,FALSE,,,,,LOTTO SOUDAL,,
224,FALSE,,Coureur,,,LOTTO SOUDAL,,
225,FALSE,,Coureur,,,LOTTO SOUDAL,,
226,FALSE,,Coureur,,,LOTTO SOUDAL,,
227,FALSE,,Coureur,,,LOTTO SOUDAL,,
228,FALSE,,Coureur,,,LOTTO SOUDAL,,
229,FALSE,,Coureur,,,LOTTO SOUDAL,,
230,FALSE,,Coureur,,,LOTTO SOUDAL,,
231,FALSE,,Coureur,,,LOTTO SOUDAL,,
232,FALSE,,Coureur,,,LOTTO SOUDAL,,
233,FALSE,,Coureur,,,LOTTO SOUDAL,,
234,FALSE,,,,,LOTTO SOUDAL,,
235,FALSE,,,,,LOTTO SOUDAL,,
236,FALSE,,,,,MOVISTAR TEAM,,
237,FALSE,,,,,MOVISTAR TEAM,,
238,FALSE,,Coureur,,,MOVISTAR TEAM,,
239,FALSE,,Coureur,,,MOVISTAR TEAM,,
240,FALSE,,Coureur,,,MOVISTAR TEAM,,
241,FALSE,,Coureur,,,MOVISTAR TEAM,,
242,FALSE,,Coureur,,,MOVISTAR TEAM,,
243,FALSE,,Coureur,,,MOVISTAR TEAM,,
244,FALSE,,Coureur,,,MOVISTAR TEAM,,
245,FALSE,,Coureur,,,MOVISTAR TEAM,,
246,FALSE,,Coureur,,,MOVISTAR TEAM,,
247,FALSE,,Coureur,,,MOVISTAR TEAM,,
248,FALSE,,,,,MOVISTAR TEAM,,
249,FALSE,,,,,MOVISTAR TEAM,,
250,FALSE,,,,,QUICK-STEP ALPHA VINYL TEAM,,
251,FALSE,,,,,QUICK-STEP ALPHA VINYL TEAM,,
252,FALSE,,Coureur,,,QUICK-STEP ALPHA VINYL TEAM,,
253,FALSE,,Coureur,,,QUICK-STEP ALPHA VINYL TEAM,,
254,FALSE,,Coureur,,,QUICK-STEP ALPHA VINYL TEAM,,
255,TRUE,,Coureur,Mattia Cattaneo,ITA,QUICK-STEP ALPHA VINYL TEAM,,
256,FALSE,,Coureur,,,QUICK-STEP ALPHA VINYL TEAM,,
257,FALSE,,Coureur,,,QUICK-STEP ALPHA VINYL TEAM,,
258,FALSE,,Coureur,,,QUICK-STEP ALPHA VINYL TEAM,,
259,FALSE,,Coureur,,,QUICK-STEP ALPHA VINYL TEAM,,
260,FALSE,,Coureur,,,QUICK-STEP ALPHA VINYL TEAM,,
261,FALSE,,Coureur,,,QUICK-STEP ALPHA VINYL TEAM,,
262,FALSE,,,,,QUICK-STEP ALPHA VINYL TEAM,,
263,FALSE,,,,,QUICK-STEP ALPHA VINYL TEAM,,
264,FALSE,,,,,TEAM ARKEA - SAMSIC,,
265,FALSE,,,,,TEAM ARKEA - SAMSIC,,
266,FALSE,,Coureur,,,TEAM ARKEA - SAMSIC,,
267,FALSE,,Coureur,,,TEAM ARKEA - SAMSIC,,
268,FALSE,,Coureur,,,TEAM ARKEA - SAMSIC,,
269,FALSE,,Coureur,,,TEAM ARKEA - SAMSIC,,
270,FALSE,,Coureur,,,TEAM ARKEA - SAMSIC,,
271,FALSE,,Coureur,,,TEAM ARKEA - SAMSIC,,
272,FALSE,,Coureur,,,TEAM ARKEA - SAMSIC,,
273,FALSE,,Coureur,,,TEAM ARKEA - SAMSIC,,
274,FALSE,,Coureur,,,TEAM ARKEA - SAMSIC,,
275,FALSE,,Coureur,,,TEAM ARKEA - SAMSIC,,
276,FALSE,,,,,TEAM ARKEA - SAMSIC,,
277,FALSE,,,,,TEAM ARKEA - SAMSIC,,
278,FALSE,,,,,TEAM BIKEEXCHANGE - JAYCO,,
279,FALSE,,,,,TEAM BIKEEXCHANGE - JAYCO,,
280,FALSE,,Coureur,,,TEAM BIKEEXCHANGE - JAYCO,,
281,FALSE,,Coureur,,,TEAM BIKEEXCHANGE - JAYCO,,
282,FALSE,,Coureur,,,TEAM BIKEEXCHANGE - JAYCO,,
283,FALSE,,Coureur,,,TEAM BIKEEXCHANGE - JAYCO,,
284,FALSE,,Coureur,,,TEAM BIKEEXCHANGE - JAYCO,,
285,FALSE,,Coureur,,,TEAM BIKEEXCHANGE - JAYCO,,
286,FALSE,,Coureur,,,TEAM BIKEEXCHANGE - JAYCO,,
287,FALSE,,Coureur,,,TEAM BIKEEXCHANGE - JAYCO,,
288,FALSE,,Coureur,,,TEAM BIKEEXCHANGE - JAYCO,,
289,FALSE,,Coureur,,,TEAM BIKEEXCHANGE - JAYCO,,
290,FALSE,,,,,TEAM BIKEEXCHANGE - JAYCO,,
291,FALSE,,,,,TEAM BIKEEXCHANGE - JAYCO,,
292,FALSE,,,,,TEAM DSM,,
293,FALSE,,,,,TEAM DSM,,
294,FALSE,,Coureur,,,TEAM DSM,,
295,FALSE,,Coureur,,,TEAM DSM,,
296,FALSE,,Coureur,,,TEAM DSM,,
297,TRUE,,Coureur,John Degenkolb,GER,TEAM DSM,,
298,FALSE,,Coureur,,,TEAM DSM,,
299,FALSE,,Coureur,,,TEAM DSM,,
300,FALSE,,Coureur,,,TEAM DSM,,
301,FALSE,,Coureur,,,TEAM DSM,,
302,FALSE,,Coureur,,,TEAM DSM,,
303,FALSE,,Coureur,,,TEAM DSM,,
304,FALSE,,,,,TEAM DSM,,
305,FALSE,,,,,TEAM DSM,,
306,FALSE,,,,,TEAM TOTALENERGIES,,
307,FALSE,,,,,TEAM TOTALENERGIES,,
308,FALSE,,Coureur,,,TEAM TOTALENERGIES,,
309,FALSE,,Coureur,,,TEAM TOTALENERGIES,,
310,FALSE,,Coureur,,,TEAM TOTALENERGIES,,
311,FALSE,,Coureur,,,TEAM TOTALENERGIES,,
312,FALSE,,Coureur,,,TEAM TOTALENERGIES,,
313,FALSE,,Coureur,,,TEAM TOTALENERGIES,,
314,FALSE,,Coureur,,,TEAM TOTALENERGIES,,
315,FALSE,,Coureur,,,TEAM TOTALENERGIES,,
316,FALSE,,Coureur,,,TEAM TOTALENERGIES,,
317,FALSE,,Coureur,,,TEAM TOTALENERGIES,,
318,FALSE,,,,,TEAM TOTALENERGIES,,
319,FALSE,,,,,TEAM TOTALENERGIES,,
320,FALSE,,,,,TREK-SEGAFREDO,,
321,FALSE,,,,,TEAM TOTALENERGIES,,
322,FALSE,,Coureur,,,TEAM TOTALENERGIES,,
323,FALSE,,Coureur,,,TEAM TOTALENERGIES,,
324,FALSE,,Coureur,,,TEAM TOTALENERGIES,,
325,FALSE,,Coureur,,,TEAM TOTALENERGIES,,
326,FALSE,,Coureur,,,TEAM TOTALENERGIES,,
327,FALSE,,Coureur,,,TEAM TOTALENERGIES,,
328,FALSE,,Coureur,,,TEAM TOTALENERGIES,,
329,FALSE,,Coureur,,,TEAM TOTALENERGIES,,
330,FALSE,,Coureur,,,TEAM TOTALENERGIES,,
331,FALSE,,Coureur,,,TEAM TOTALENERGIES,,
332,FALSE,,,,,TEAM TOTALENERGIES,,
333,FALSE,,,,,TEAM TOTALENERGIES,,
334,FALSE,,,,,UAE TEAM EMIRATES,,
335,FALSE,,,,,UAE TEAM EMIRATES,,
336,FALSE,,Coureur,,,UAE TEAM EMIRATES,,
337,FALSE,,Coureur,,,UAE TEAM EMIRATES,,
338,FALSE,,Coureur,,,UAE TEAM EMIRATES,,
339,FALSE,,Coureur,,,UAE TEAM EMIRATES,,
340,FALSE,,Coureur,,,UAE TEAM EMIRATES,,
341,FALSE,,Coureur,,,UAE TEAM EMIRATES,,
342,FALSE,,Coureur,,,UAE TEAM EMIRATES,,
343,FALSE,,Coureur,,,UAE TEAM EMIRATES,,
344,FALSE,,Coureur,,,UAE TEAM EMIRATES,,
345,FALSE,,Coureur,,,UAE TEAM EMIRATES,,
346,FALSE,,,,,UAE TEAM EMIRATES,,
347,FALSE,,,,,UAE TEAM EMIRATES,,
348,FALSE,,Logo,,,,,
349,FALSE,,Coureuse,,,,,
350,FALSE,,Coureuse,,,,,
351,FALSE,,Coureuse,,,,,
352,FALSE,,Coureuse,,,,,
353,FALSE,,Coureuse,,,,,
354,FALSE,,Coureuse,,,,,
355,FALSE,,Coureuse,,,,,
356,FALSE,,Coureuse,,,,,
357,FALSE,,,,,,,
358,FALSE,,,,,,,
